"rows","groups","payload_columns","workload","route","median_ms","iterations","gc_count","warm_r_allocated_bytes","warm_r_largest_allocation_bytes","values_groups_source"
2048,1024,1,"group_nest","public",68.6185430095065,7,26,679976,40064,TRUE
2048,1024,1,"nest_by","public",72.193825035356,7,29,810040,40064,TRUE
8192,4096,1,"group_nest","public",289.516621007351,7,128,2467976,131120,TRUE
8192,4096,1,"nest_by","public",325.31294200453,7,91,2982040,131120,TRUE
