"iteration","seconds","level0","level1","level2"
1,0.0698102490277961,4,0,0
2,0.068313093011966,4,0,0
3,0.072193825035356,2,1,0
4,0.0711721460102126,4,0,0
5,0.0724003010254819,5,0,0
6,0.0724969380244147,4,0,0
7,0.0746517750085331,5,0,0
