"iteration","seconds","level0","level1","level2"
1,0.0611013160087168,3,0,0
2,0.0626901889918372,1,1,0
3,0.0615107420017011,3,0,0
4,0.0613813870004378,3,0,0
5,0.0615970880025998,3,0,0
6,0.0613155410101172,3,0,0
7,0.0615985640033614,3,0,0
