"iteration","seconds","level0","level1","level2"
1,0.0443556449899916,3,0,0
2,0.0435388839978259,2,0,0
3,0.0462468929763418,2,1,0
4,0.0443438779911958,3,0,0
5,0.0448574030015152,3,0,0
6,0.043682384013664,2,0,0
7,0.0441877499979455,3,0,0
