"iteration","seconds","level0","level1","level2"
1,0.039352169027552,3,0,0
2,0.0404023020237219,1,2,0
3,0.0391672590340022,4,0,0
4,0.0389613570296206,2,1,0
5,0.058027546008816,1,0,1
6,0.0386797280225437,3,0,0
7,0.0392271600139793,3,1,0
