"iteration","seconds","level0","level1","level2"
1,0.623917582008289,5,1,2
2,0.588667586009251,3,0,1
3,0.598632758978056,3,2,1
4,0.594285856990609,1,2,1
5,0.599874443985755,2,1,1
6,0.589918701007264,4,0,1
7,0.581789138988825,3,0,1
