"iteration","seconds","level0","level1","level2"
1,0.430325914028799,25,1,1
2,0.451073513017036,24,0,2
3,0.437584267026978,23,3,1
4,0.430786139011616,25,2,1
5,0.429563191020861,25,1,1
6,0.429191854025703,24,2,1
7,0.451816433022032,24,2,2
