"iteration","seconds","level0","level1","level2"
1,0.0452673620311543,1,0,0
2,0.0462229080148973,0,1,0
3,0.0472823480376974,1,1,0
4,0.0689945540216286,0,1,1
5,0.0422020380210597,0,0,0
6,0.0452542010461912,1,0,0
7,0.0448924170050304,0,1,0
