"iteration","seconds","level0","level1","level2"
1,0.067296580033144,2,0,0
2,0.0660578060196713,0,1,0
3,0.0892018960148562,1,0,1
4,0.0664500940183643,1,0,0
5,0.0657093060144689,1,1,0
6,0.0648368670372292,0,1,0
7,0.0884745969960932,1,0,1
