"iteration","seconds","level0","level1","level2"
1,0.137292353989324,5,1,1
2,0.13362826599041,4,2,1
3,0.132703305978794,5,0,1
4,0.132945082994411,4,2,1
5,0.13213996597915,4,2,1
6,0.112179321004078,5,1,0
7,0.129230605991324,5,0,1
