"iteration","seconds","level0","level1","level2"
1,0.0779384580091573,3,0,0
2,0.0778054950351361,5,0,0
3,0.0805052630021237,4,1,0
4,0.0782578070065938,5,0,0
5,0.0796734550385736,3,2,0
6,0.102644976024749,4,1,1
7,0.0780688380182255,4,0,0
