"iteration","seconds","level0","level1","level2"
1,0.222061165986815,8,2,0
2,0.241772653971566,9,1,1
3,0.261756832973333,7,0,2
4,0.247391047974816,9,1,1
5,0.242413361003855,8,2,1
6,0.239949917013291,8,2,1
7,0.240459629014367,9,0,1
