"iteration","seconds","level0","level1","level2"
1,0.0441669629944954,1,0,0
2,0.044780363998143,0,1,0
3,0.047462952992646,1,1,0
4,0.0684973880124744,1,0,1
5,0.0417531289858744,0,0,0
6,0.0432472099782899,1,0,0
7,0.0454354620014783,1,1,0
