"iteration","seconds","level0","level1","level2"
1,0.0444516670249868,3,0,0
2,0.044285658019362,3,0,0
3,0.0439961980155203,3,0,0
4,0.0435144890216179,2,0,0
5,0.0473989520105533,2,1,0
6,0.0448324750177562,3,0,0
7,0.0444366200244986,3,0,0
