"iteration","seconds","level0","level1","level2"
1,0.018585546000395,1,0,0
2,0.0187485619680956,2,0,0
3,0.0190131349954754,0,1,0
4,0.0190781199780758,2,0,0
5,0.0190053039987106,1,1,0
6,0.0185044069949072,1,0,0
7,0.0194467509863898,1,1,0
