"iteration","seconds","level0","level1","level2"
1,0.0109618829737883,1,0,0
2,0.00963389300159179,0,0,0
3,0.00954676797846332,0,0,0
4,0.0100397520000115,1,0,0
5,0.00940023400471546,0,0,0
6,0.0101960030151531,1,0,0
7,0.00947091798298061,0,0,0
