"iteration","seconds","level0","level1","level2"
1,0.0616182030062191,1,0,0
2,0.0671352859935723,1,1,0
3,0.0889433909906074,1,1,1
4,0.0618220550240949,1,0,0
5,0.0658200879988726,1,1,0
6,0.0857411269971635,0,0,1
7,0.0635350760130677,2,0,0
