"iteration","seconds","level0","level1","level2"
1,0.0931775429926347,0,0,0
2,0.0960146610159427,1,0,0
3,0.100967173988465,1,1,0
4,0.12299741699826,1,0,1
5,0.127404343016678,0,0,1
6,0.0949064720189199,0,0,0
7,0.102565189998131,1,0,0
