"iteration","seconds","level0","level1","level2"
1,0.0447984860220458,3,0,0
2,0.0465831750188954,3,0,0
3,0.0473451190046035,3,0,0
4,0.0526619990123436,1,1,0
5,0.0471722630318254,3,0,0
6,0.0447408400068525,3,0,0
7,0.0441820510313846,3,0,0
