"iteration","seconds","level0","level1","level2"
1,0.334835315035889,3,2,2
2,0.300661569024669,1,1,1
3,0.294073853030568,1,0,1
4,0.273415511037456,1,1,0
5,0.299939764023293,2,1,1
6,0.27564189300756,2,1,0
7,0.30047087802086,1,1,1
