"iteration","seconds","level0","level1","level2"
1,0.831319444027031,46,4,1
2,0.844452810037183,46,2,2
3,0.816372238012264,48,3,1
4,0.814454914012458,46,3,1
5,0.819272783002816,48,3,1
6,0.817576203029603,48,3,1
7,0.847436584997922,48,2,2
