"iteration","seconds","level0","level1","level2"
1,0.712209770019399,62,3,0
2,0.71523356102989,54,2,1
3,0.696478234021924,52,3,0
4,0.727889359026449,55,1,1
5,0.682842413021717,52,3,0
6,0.728963558998657,57,2,1
7,0.68111192600918,53,2,0
