"iteration","seconds","level0","level1","level2"
1,0.283461699989857,17,1,0
2,0.309657829988282,20,1,0
3,0.308671206003055,19,0,1
4,0.290883601992391,21,1,0
5,0.359330395993311,22,2,1
6,0.272924167016754,9,1,0
7,0.282955308997771,12,0,0
