"iteration","seconds","level0","level1","level2"
1,0.069354574981844,4,0,0
2,0.0660053669998888,3,0,0
3,0.064693530992372,4,0,0
4,0.0655493650119752,4,0,0
5,0.0726545419893228,3,1,0
6,0.0683123549970333,3,0,0
7,0.0705701840051915,4,0,0
