"iteration","seconds","level0","level1","level2"
1,0.0515210510056932,3,0,0
2,0.0527966840309091,2,1,0
3,0.051742533018114,3,0,0
4,0.0512637760257348,3,0,0
5,0.051177102024667,3,0,0
6,0.0510896900377702,3,0,0
7,0.0514575420238543,3,0,0
