"iteration","seconds","level0","level1","level2"
1,0.0289999149972573,1,0,0
2,0.0272591370157897,1,0,0
3,0.0298679669795092,0,1,0
4,0.0490350979962386,1,0,1
5,0.0263229429838248,0,0,0
6,0.0283633079961874,1,0,0
7,0.0294892499805428,1,1,0
