"iteration","seconds","level0","level1","level2"
1,0.153551724011777,4,2,0
2,0.172666211001342,4,1,1
3,0.171071269985987,4,1,1
4,0.171906562987715,5,0,1
5,0.170957085007103,4,1,1
6,0.17153776800842,3,2,1
7,0.171491560991853,4,1,1
