"iteration","seconds","level0","level1","level2"
1,0.167267535987776,10,0,0
2,0.167676182987634,8,1,0
3,0.164800770988222,10,0,0
4,0.185807284986367,8,0,1
5,0.162286076985765,10,0,0
6,0.164417420979589,8,1,0
7,0.165682434977498,10,0,0
