"iteration","seconds","level0","level1","level2"
1,0.0326284150069114,0,0,0
2,0.0353378590079956,0,1,0
3,0.0347653760109097,1,0,0
4,0.0357643410388846,1,1,0
5,0.0346313060144894,1,0,0
6,0.0599142430291977,1,1,1
7,0.034953115042299,1,0,0
