"iteration","seconds","level0","level1","level2"
1,0.304347345983842,2,1,1
2,0.305407811014447,2,1,1
3,0.297671397973318,3,0,1
4,0.302818169002421,2,1,1
5,0.297015889984323,3,0,1
6,0.308736149978358,2,2,1
7,0.301741058006883,1,1,1
