"iteration","seconds","level0","level1","level2"
1,0.00609198500751518,0,0,0
2,0.00598050604457967,0,0,0
3,0.00610116904135793,0,0,0
4,0.00697184502496384,1,0,0
5,0.00572790502337739,0,0,0
6,0.00566058300319128,0,0,0
7,0.00577977002831176,0,0,0
