"iteration","seconds","level0","level1","level2"
1,0.00995143802720122,1,0,0
2,0.00897108702338301,0,0,0
3,0.00905435800086707,0,0,0
4,0.00965431099757552,1,0,0
5,0.00891733603202738,0,0,0
6,0.00889335104147904,0,0,0
7,0.00953992101131007,1,0,0
