"iteration","seconds","level0","level1","level2"
1,0.0346443030284718,2,0,0
2,0.0349376170197502,2,0,0
3,0.0398753700137604,1,1,0
4,0.0348215460253414,1,0,0
5,0.0361970140365884,2,0,0
6,0.0370965130277909,2,0,0
7,0.0370411630428862,2,0,0
