case,family,rows,file_columns,loaded_columns,scenario,comparison,left_method,right_method,left_ms,right_ms,right_minus_left_ms,right_minus_left_percent,left_minimum_ms,left_maximum_ms,right_minimum_ms,right_maximum_ms
pure-numeric-n1000-p128,pure_numeric,1000,128,128,datasig,deferred_minus_direct,direct_datasig,deferred_datasig,10.65,11.38888888888889,0.7388888888888889,6.937923839332294,10.0,11.700000000000001,11.000000000000002,12.777777777777779
pure-numeric-n1000-p128,pure_numeric,1000,128,128,datasig,deferred_minus_current,current_datasig,deferred_datasig,11.849999999999998,11.38888888888889,-0.4611111111111086,-3.8912330051570354,11.0,12.6,11.000000000000002,12.777777777777779
pure-numeric-n1000-p128,pure_numeric,1000,128,128,load,deferred_direct_minus_deferred_current,deferred_current_load,deferred_load,2.34375,1.1822916666666665,-1.1614583333333335,-49.555555555555564,2.2291666666666665,2.5625,1.15625,1.3229166666666667
pure-numeric-n1000-p8,pure_numeric,1000,8,8,load,direct_minus_current,current_load,direct_load,0.628125,0.42083333333333334,-0.2072916666666667,-33.00165837479271,0.61875,0.71875,0.4166666666666667,0.48750000000000004
pure-numeric-n1000-p8,pure_numeric,1000,8,8,load,deferred_minus_direct,direct_load,deferred_load,0.42083333333333334,0.421875,0.001041666666666663,0.24752475247524774,0.4166666666666667,0.48750000000000004,0.3984375,0.48046875
pure-numeric-n1000-p8,pure_numeric,1000,8,8,load,deferred_minus_current,current_load,deferred_load,0.628125,0.421875,-0.20625000000000004,-32.835820895522396,0.61875,0.71875,0.3984375,0.48046875
pure-numeric-n1000-p8,pure_numeric,1000,8,8,fraction,direct_minus_current,current_fraction,direct_fraction,1.6484375,1.425,-0.22343749999999996,-13.554502369668242,1.5625,1.9375,1.3625,1.7000000000000002
pure-numeric-n1000-p8,pure_numeric,1000,8,8,fraction,deferred_minus_direct,direct_fraction,deferred_fraction,1.425,1.50625,0.08125000000000004,5.701754385964919,1.3625,1.7000000000000002,1.4749999999999999,1.725
pure-numeric-n1000-p8,pure_numeric,1000,8,8,fraction,deferred_minus_current,current_fraction,deferred_fraction,1.6484375,1.50625,-0.1421874999999999,-8.6255924170616,1.5625,1.9375,1.4749999999999999,1.725
pure-numeric-n1000-p8,pure_numeric,1000,8,1,known5_fraction,direct_minus_current,current_known5_fraction,direct_known5_fraction,1.703125,1.5703125,-0.1328125,-7.798165137614676,1.625,1.96875,1.515625,1.796875
pure-numeric-n1000-p8,pure_numeric,1000,8,1,known5_fraction,deferred_minus_direct,direct_known5_fraction,deferred_known5_fraction,1.5703125,1.6328125,0.0625,3.9800995024875663,1.515625,1.796875,1.59375,1.890625
pure-numeric-n1000-p8,pure_numeric,1000,8,1,known5_fraction,deferred_minus_current,current_known5_fraction,deferred_known5_fraction,1.703125,1.6328125,-0.0703125,-4.128440366972475,1.625,1.96875,1.59375,1.890625
pure-numeric-n1000-p8,pure_numeric,1000,8,8,all,direct_minus_current,current_all,direct_all,0.6656249999999999,0.4625,-0.2031249999999999,-30.516431924882614,0.6562499999999999,0.75,0.45,0.5208333333333334
pure-numeric-n1000-p8,pure_numeric,1000,8,8,all,deferred_minus_direct,direct_all,deferred_all,0.4625,0.5240384615384616,0.06153846153846154,13.305613305613306,0.45,0.5208333333333334,0.4951923076923077,0.5913461538461539
pure-numeric-n1000-p8,pure_numeric,1000,8,8,all,deferred_minus_current,current_all,deferred_all,0.6656249999999999,0.5240384615384616,-0.14158653846153835,-21.271217045864923,0.6562499999999999,0.75,0.4951923076923077,0.5913461538461539
pure-numeric-n1000-p8,pure_numeric,1000,8,8,datasig,direct_minus_current,current_datasig,direct_datasig,1.44375,1.2135416666666667,-0.23020833333333335,-15.94516594516594,1.3875,1.5875,1.1979166666666667,1.3645833333333333
pure-numeric-n1000-p8,pure_numeric,1000,8,8,datasig,deferred_minus_direct,direct_datasig,deferred_datasig,1.2135416666666667,1.2999999999999998,0.08645833333333308,7.124463519313284,1.1979166666666667,1.3645833333333333,1.275,1.38125
pure-numeric-n1000-p8,pure_numeric,1000,8,8,datasig,deferred_minus_current,current_datasig,deferred_datasig,1.44375,1.2999999999999998,-0.14375000000000027,-9.956709956709975,1.3875,1.5875,1.275,1.38125
pure-numeric-n1000-p8,pure_numeric,1000,8,8,load,deferred_direct_minus_deferred_current,deferred_current_load,deferred_load,0.6306818181818181,0.421875,-0.20880681818181812,-33.108108108108105,0.6193181818181818,0.7102272727272727,0.3984375,0.48046875
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,direct_minus_current,current_load,direct_load,3.5625,2.5104166666666665,-1.0520833333333335,-29.532163742690066,3.3125,3.84375,2.1666666666666665,2.6458333333333335
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,deferred_minus_direct,direct_load,deferred_load,2.5104166666666665,1.325,-1.1854166666666666,-47.21991701244813,2.1666666666666665,2.6458333333333335,1.3,1.5
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,deferred_minus_current,current_load,deferred_load,3.5625,1.325,-2.2375,-62.807017543859644,3.3125,3.84375,1.3,1.5
pure-numeric-n10000-p128,pure_numeric,10000,128,128,fraction,direct_minus_current,current_fraction,direct_fraction,5.328125,4.203125,-1.125,-21.114369501466278,5.0625,5.71875,3.96875,4.59375
pure-numeric-n10000-p128,pure_numeric,10000,128,128,fraction,deferred_minus_direct,direct_fraction,deferred_fraction,4.203125,5.296875,1.09375,26.02230483271375,3.96875,4.59375,5.21875,5.78125
pure-numeric-n10000-p128,pure_numeric,10000,128,128,fraction,deferred_minus_current,current_fraction,deferred_fraction,5.328125,5.296875,-0.03125,-0.5865102639296182,5.0625,5.71875,5.21875,5.78125
pure-numeric-n10000-p128,pure_numeric,10000,128,7,known5_fraction,direct_minus_current,current_known5_fraction,direct_known5_fraction,2.635416666666667,2.46875,-0.16666666666666696,-6.324110671936767,2.5833333333333335,2.8958333333333335,2.3958333333333335,2.8125000000000004
pure-numeric-n10000-p128,pure_numeric,10000,128,7,known5_fraction,deferred_minus_direct,direct_known5_fraction,deferred_known5_fraction,2.46875,4.4375,1.96875,79.74683544303798,2.3958333333333335,2.8125000000000004,4.375,4.96875
pure-numeric-n10000-p128,pure_numeric,10000,128,7,known5_fraction,deferred_minus_current,current_known5_fraction,deferred_known5_fraction,2.635416666666667,4.4375,1.802083333333333,68.37944664031619,2.5833333333333335,2.8958333333333335,4.375,4.96875
pure-numeric-n10000-p128,pure_numeric,10000,128,128,all,direct_minus_current,current_all,direct_all,5.359375,4.296875,-1.0625,-19.825072886297377,5.125,5.65625,4.09375,4.65625
pure-numeric-n10000-p128,pure_numeric,10000,128,128,all,deferred_minus_direct,direct_all,deferred_all,4.296875,8.291666666666671,3.9947916666666714,92.96969696969708,4.09375,4.65625,8.000000000000009,9.25
pure-numeric-n10000-p128,pure_numeric,10000,128,128,all,deferred_minus_current,current_all,deferred_all,5.359375,8.291666666666671,2.9322916666666714,54.71331389698746,5.125,5.65625,8.000000000000009,9.25
pure-numeric-n10000-p128,pure_numeric,10000,128,128,datasig,direct_minus_current,current_datasig,direct_datasig,13.0,11.944444444444443,-1.0555555555555571,-8.119658119658135,12.75,14.375,11.777777777777777,12.88888888888889
pure-numeric-n10000-p128,pure_numeric,10000,128,128,datasig,deferred_minus_direct,direct_datasig,deferred_datasig,11.944444444444443,16.857142857142854,4.912698412698411,41.12956810631228,11.777777777777777,12.88888888888889,16.428571428571427,18.571428571428573
pure-numeric-n10000-p128,pure_numeric,10000,128,128,datasig,deferred_minus_current,current_datasig,deferred_datasig,13.0,16.857142857142854,3.857142857142854,29.670329670329654,12.75,14.375,16.428571428571427,18.571428571428573
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,deferred_direct_minus_deferred_current,deferred_current_load,deferred_load,2.5104166666666665,1.325,-1.1854166666666666,-47.21991701244813,2.4375,2.7291666666666665,1.3,1.5
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,private_eager_minus_baseline_direct,direct_load,private_eager_load,2.5104166666666665,2.46875,-0.04166666666666652,-1.6597510373443924,2.1666666666666665,2.6458333333333335,2.2083333333333335,2.5833333333333335
pure-numeric-n10000-p128,pure_numeric,10000,128,128,load,serial_minus_auto_direct,direct_load,serial_direct_load,2.5104166666666665,4.875,2.3645833333333335,94.19087136929463,2.1666666666666665,2.6458333333333335,4.59375,5.09375
pure-numeric-n10000-p128,pure_numeric,10000,128,128,all,private_eager_minus_baseline_direct,direct_all,private_eager_all,4.296875,4.296875,0.0,0.0,4.09375,4.65625,4.09375,4.65625
pure-numeric-n10000-p128,pure_numeric,10000,128,128,all,serial_minus_auto_direct,direct_all,serial_direct_all,4.296875,6.65,2.3531250000000004,54.76363636363637,4.09375,4.65625,6.3,6.866666666666666
pure-numeric-n10000-p8,pure_numeric,10000,8,8,load,direct_minus_current,current_load,direct_load,0.76953125,0.5265625,-0.24296874999999996,-31.573604060913695,0.6796875,0.875,0.5,0.5499999999999999
pure-numeric-n10000-p8,pure_numeric,10000,8,8,load,deferred_minus_direct,direct_load,deferred_load,0.5265625,0.330078125,-0.19648437500000004,-37.31454005934719,0.5,0.5499999999999999,0.326171875,0.3671875
pure-numeric-n10000-p8,pure_numeric,10000,8,8,load,deferred_minus_current,current_load,deferred_load,0.76953125,0.330078125,-0.439453125,-57.10659898477157,0.6796875,0.875,0.326171875,0.3671875
pure-numeric-n10000-p8,pure_numeric,10000,8,8,fraction,direct_minus_current,current_fraction,direct_fraction,2.09375,1.875,-0.21875,-10.447761194029848,1.8541666666666665,2.5,1.703125,2.171875
pure-numeric-n10000-p8,pure_numeric,10000,8,8,fraction,deferred_minus_direct,direct_fraction,deferred_fraction,1.875,2.625,0.75,39.99999999999999,1.703125,2.171875,2.3125,2.8958333333333335
pure-numeric-n10000-p8,pure_numeric,10000,8,8,fraction,deferred_minus_current,current_fraction,deferred_fraction,2.09375,2.625,0.53125,25.373134328358216,1.8541666666666665,2.5,2.3125,2.8958333333333335
pure-numeric-n10000-p8,pure_numeric,10000,8,1,known5_fraction,direct_minus_current,current_known5_fraction,direct_known5_fraction,1.953125,1.8359375,-0.1171875,-6.000000000000005,1.75,2.28125,1.640625,2.0625
pure-numeric-n10000-p8,pure_numeric,10000,8,1,known5_fraction,deferred_minus_direct,direct_known5_fraction,deferred_known5_fraction,1.8359375,2.7395833333333335,0.9036458333333335,49.21985815602839,1.640625,2.0625,2.3958333333333335,3.0208333333333335
pure-numeric-n10000-p8,pure_numeric,10000,8,1,known5_fraction,deferred_minus_current,current_known5_fraction,deferred_known5_fraction,1.953125,2.7395833333333335,0.7864583333333335,40.26666666666667,1.75,2.28125,2.3958333333333335,3.0208333333333335
pure-numeric-n10000-p8,pure_numeric,10000,8,8,all,direct_minus_current,current_all,direct_all,0.8928571428571429,0.7048611111111112,-0.18799603174603174,-21.05555555555555,0.8035714285714286,1.0,0.6458333333333334,0.7916666666666666
pure-numeric-n10000-p8,pure_numeric,10000,8,8,all,deferred_minus_direct,direct_all,deferred_all,0.7048611111111112,0.82421875,0.11935763888888884,16.933497536945797,0.6458333333333334,0.7916666666666666,0.734375,0.921875
pure-numeric-n10000-p8,pure_numeric,10000,8,8,all,deferred_minus_current,current_all,deferred_all,0.8928571428571429,0.82421875,-0.0686383928571429,-7.687500000000003,0.8035714285714286,1.0,0.734375,0.921875
pure-numeric-n10000-p8,pure_numeric,10000,8,8,datasig,direct_minus_current,current_datasig,direct_datasig,1.53125,1.3625,-0.16874999999999996,-11.020408163265305,1.375,1.71875,1.2249999999999999,1.5
pure-numeric-n10000-p8,pure_numeric,10000,8,8,datasig,deferred_minus_direct,direct_datasig,deferred_datasig,1.3625,1.8203125,0.45781249999999996,33.60091743119267,1.2249999999999999,1.5,1.640625,2.0625
pure-numeric-n10000-p8,pure_numeric,10000,8,8,datasig,deferred_minus_current,current_datasig,deferred_datasig,1.53125,1.8203125,0.2890625,18.877551020408156,1.375,1.71875,1.640625,2.0625
pure-numeric-n10000-p8,pure_numeric,10000,8,8,load,deferred_direct_minus_deferred_current,deferred_current_load,deferred_load,0.5572916666666666,0.330078125,-0.22721354166666663,-40.771028037383175,0.5104166666666667,0.6197916666666666,0.326171875,0.3671875
