case,family,rows,columns,required_columns,method,n,median_ms,min_ms,max_ms,ratio_to_current_dibble,ratio_to_stata_full
numeric-n1000-p1024,numeric,1000,1024,52,skip_type_capture,8,12.796875,12.28125,13.9375,0.7549778761061946,24.447761194029848
numeric-n1000-p1024,numeric,1000,1024,52,skip_prepare_type_capture,8,11.625,11.25,12.28125,0.6858407079646017,22.208955223880597
numeric-n1000-p1024,numeric,1000,1024,52,direct,8,8.453125,8.0625,8.71875,0.49870943952802366,16.149253731343283
numeric-n1000-p1024,numeric,1000,1024,52,known5,8,2.8489583333333335,2.7916666666666665,2.9374999999999996,0.1680801376597837,5.442786069651741
numeric-n1000-p1024,numeric,1000,1024,52,known_all,8,18.46666666666667,17.6,19.066666666666666,1.089478859390364,35.279601990049755
numeric-n1000-p1024,numeric,1000,1024,52,stata_full,8,0.5234375,0.505859375,0.55078125,0.030881268436578173,1.0
numeric-n1000-p1024,numeric,1000,1024,52,stata_projected,8,0.45182291666666663,0.44270833333333337,0.46354166666666663,0.026656219272369712,0.86318407960199
mixed-n1000-p1024,mixed,1000,1024,52,dibble,8,19.28571428571429,18.28571428571429,20.999999999999996,1.0,34.58593945459095
mixed-n1000-p1024,mixed,1000,1024,52,tibble,8,12.765625,12.125,12.96875,0.6619212962962961,22.893169877408056
mixed-n1000-p1024,mixed,1000,1024,52,skip_type_capture,8,13.84375,13.5,14.03125,0.717824074074074,24.826619964973734
mixed-n1000-p1024,mixed,1000,1024,52,skip_prepare_type_capture,8,12.71875,12.3125,12.9375,0.6594907407407407,22.80910683012259
mixed-n1000-p1024,mixed,1000,1024,52,direct,8,9.421875,9.09375,9.8125,0.4885416666666666,16.896672504378284
mixed-n1000-p1024,mixed,1000,1024,52,known5,8,3.128125,3.05625,3.225,0.16219907407407405,5.6098073555166375
mixed-n1000-p1024,mixed,1000,1024,52,known_all,8,21.104166666666668,20.541666666666668,22.250000000000004,1.09429012345679,37.8470519556334
mixed-n1000-p1024,mixed,1000,1024,52,stata_full,8,0.5576171875,0.525390625,0.58203125,0.02891348379629629,1.0
mixed-n1000-p1024,mixed,1000,1024,52,stata_projected,8,0.46744791666666663,0.4661458333333333,0.4765625,0.024238040123456785,0.8382953882078226
short_low-n1000-p1024,short_low,1000,1024,52,dibble,8,23.95,23.799999999999997,25.0,1.0,18.247619047619047
short_low-n1000-p1024,short_low,1000,1024,52,tibble,8,12.953125,12.09375,13.03125,0.5408402922755741,9.869047619047619
short_low-n1000-p1024,short_low,1000,1024,52,skip_type_capture,8,13.75,13.59375,14.28125,0.5741127348643007,10.476190476190476
short_low-n1000-p1024,short_low,1000,1024,52,skip_prepare_type_capture,8,12.984375,12.25,13.34375,0.5421450939457202,9.892857142857142
short_low-n1000-p1024,short_low,1000,1024,52,direct,8,10.125,9.875,10.75,0.42275574112734865,7.714285714285714
short_low-n1000-p1024,short_low,1000,1024,52,known5,8,4.484375,4.328125,4.703125,0.18723903966597077,3.416666666666666
short_low-n1000-p1024,short_low,1000,1024,52,known_all,8,25.050000000000004,24.7,26.8,1.0459290187891441,19.085714285714285
short_low-n1000-p1024,short_low,1000,1024,52,stata_full,8,1.3125,1.2932692307692308,1.3701923076923075,0.05480167014613779,1.0
short_low-n1000-p1024,short_low,1000,1024,52,stata_projected,8,1.3723958333333335,1.3229166666666667,1.4375000000000002,0.057302540013917894,1.0456349206349207
short_high-n1000-p1024,short_high,1000,1024,52,dibble,8,46.0,42.375,49.625,1.0,32.59965928449744
short_high-n1000-p1024,short_high,1000,1024,52,tibble,8,32.125,31.333333333333332,34.333333333333336,0.6983695652173914,22.766609880749574
short_high-n1000-p1024,short_high,1000,1024,52,skip_type_capture,8,33.692307692307686,32.53846153846154,36.92307692307692,0.7324414715719063,23.877342419080065
short_high-n1000-p1024,short_high,1000,1024,52,skip_prepare_type_capture,8,32.85714285714286,32.357142857142854,34.14285714285714,0.7142857142857144,23.285470917498177
short_high-n1000-p1024,short_high,1000,1024,52,direct,8,28.928571428571427,28.285714285714285,29.714285714285715,0.6288819875776398,20.501338525188608
short_high-n1000-p1024,short_high,1000,1024,52,known5,8,6.375000000000001,6.229166666666667,7.125,0.13858695652173914,4.517887563884157
short_high-n1000-p1024,short_high,1000,1024,52,known_all,8,46.1875,43.375,51.125,1.0040760869565217,32.73253833049404
short_high-n1000-p1024,short_high,1000,1024,52,stata_full,8,1.4110576923076923,1.3221153846153846,1.423076923076923,0.030675167224080268,1.0
short_high-n1000-p1024,short_high,1000,1024,52,stata_projected,8,1.4140625,1.328125,1.4479166666666667,0.030740489130434784,1.002129471890971
strl_low-n1000-p4,strl_low,1000,4,1,dibble,8,1.3963068181818183,1.3892045454545454,1.6477272727272727,1.0,10.741538928517228
strl_low-n1000-p4,strl_low,1000,4,1,tibble,8,1.3489583333333333,1.2760416666666667,1.5208333333333333,0.9660902000678195,10.37729549248748
strl_low-n1000-p4,strl_low,1000,4,1,skip_type_capture,8,1.3650568181818181,1.346590909090909,1.3892045454545454,0.9776195320447609,10.501138260737594
strl_low-n1000-p4,strl_low,1000,4,1,skip_prepare_type_capture,8,1.3072916666666667,1.2864583333333333,1.3541666666666667,0.9362495761275008,10.056761268781303
strl_low-n1000-p4,strl_low,1000,4,1,direct,8,1.2932692307692308,1.2596153846153846,1.5480769230769231,0.9262070584552782,9.948889174264803
strl_low-n1000-p4,strl_low,1000,4,1,known5,8,0.7978515625,0.77734375,0.962890625,0.5714013224821973,6.137729549248748
strl_low-n1000-p4,strl_low,1000,4,1,known_all,8,1.5374999999999999,1.528125,1.83125,1.1011190233977617,11.82771285475793
strl_low-n1000-p4,strl_low,1000,4,1,stata_full,8,0.12999131944444442,0.1193576388888889,0.14930555555555555,0.09309652989714026,1.0
strl_low-n1000-p4,strl_low,1000,4,1,stata_projected,8,0.105078125,0.1001953125,0.1076171875,0.07525432349949135,0.8083472454090151
strl_high-n1000-p4,strl_high,1000,4,1,dibble,8,14.6875,14.28125,15.28125,1.0,13.896515311510031
strl_high-n1000-p4,strl_high,1000,4,1,tibble,8,14.078125,12.0,14.5625,0.9585106382978724,13.319957761351636
strl_high-n1000-p4,strl_high,1000,4,1,skip_type_capture,8,14.15625,12.96875,14.6875,0.9638297872340427,13.39387539598733
strl_high-n1000-p4,strl_high,1000,4,1,skip_prepare_type_capture,8,12.40625,10.96875,14.0,0.8446808510638298,11.738120380147835
strl_high-n1000-p4,strl_high,1000,4,1,direct,8,12.234375,11.09375,14.375,0.8329787234042554,11.575501583949315
strl_high-n1000-p4,strl_high,1000,4,1,known5,8,6.6875,5.874999999999999,7.5625,0.4553191489361702,6.327349524815205
strl_high-n1000-p4,strl_high,1000,4,1,known_all,8,13.156250000000002,11.90625,15.0625,0.895744680851064,12.447729672650476
strl_high-n1000-p4,strl_high,1000,4,1,stata_full,8,1.0569196428571428,1.0111607142857142,1.2901785714285712,0.07196048632218846,1.0
strl_high-n1000-p4,strl_high,1000,4,1,stata_projected,8,1.3948863636363638,1.2784090909090908,1.5170454545454548,0.09497098646034818,1.3197657674954402
strl_low-n10000-p4,strl_low,10000,4,1,dibble,8,10.53125,10.4375,10.8125,1.0,9.196881091617934
