"iteration","seconds","level0","level1","level2"
1,0.155220342014218,7,0,0
2,0.165166573016904,7,1,0
3,0.165577885025414,9,0,0
4,0.2017717010458,7,0,1
5,0.160221030033426,9,0,0
6,0.162217115022941,9,0,0
7,0.176387658022577,8,1,0
