"iteration","seconds","level0","level1","level2"
1,0.0404867210309021,3,0,0
2,0.0402485110098496,3,0,0
3,0.0403187850315589,3,0,0
4,0.0404026300238911,3,0,0
5,0.0403185800241772,3,0,0
6,0.040493814041838,3,0,0
7,0.0453430890338495,3,1,0
