"iteration","seconds","level0","level1","level2"
1,0.210143737029284,8,1,2
2,0.184328374016332,10,1,1
3,0.183843795006396,8,2,1
4,0.184001768036978,10,1,1
5,0.183941867027897,10,1,1
6,0.183978234010283,9,1,1
7,0.184003777016187,9,2,1
