"iteration","seconds","level0","level1","level2"
1,0.151663305034162,10,1,0
2,0.151907747029327,13,1,0
3,0.15326115701464,16,0,0
4,0.161199331021635,16,1,0
5,0.192170649010222,11,1,1
6,0.145582144032232,7,0,0
7,0.146866674040211,7,0,0
