"rows","groups","payload_columns","workload","route","median_ms","iterations","gc_count","warm_r_allocated_bytes","warm_r_largest_allocation_bytes","values_groups_source"
2048,1024,1,"group_nest","public",69.909714977257,7,26,679976,40064,TRUE
2048,1024,1,"nest_by","public",71.7002259916626,7,29,810040,40064,TRUE
8192,4096,1,"group_nest","public",291.559732984751,7,128,2467976,131120,TRUE
8192,4096,1,"nest_by","public",331.029859022237,7,91,2982040,131120,TRUE
