"iteration","seconds","level0","level1","level2"
1,0.069909714977257,4,0,0
2,0.0658998739963863,3,0,0
3,0.0657685920014046,4,0,0
4,0.0666683779854793,4,0,0
5,0.0746729719976429,3,1,0
6,0.069967032992281,3,0,0
7,0.0716673030110542,4,0,0
