"iteration","seconds","level0","level1","level2"
1,0.775291754980572,44,3,1
2,0.777008711971575,48,2,1
3,0.755043166980613,51,2,0
4,0.794018012995366,44,3,2
5,0.754790524981217,50,2,0
6,0.796658658975502,46,2,2
7,0.762689052004134,49,3,0
