"iteration","seconds","level0","level1","level2"
1,0.0351968600298278,1,0,0
2,0.0359854540147353,2,0,0
3,0.0360863550158683,2,0,0
4,0.0365860630117822,2,0,0
5,0.0367729410063475,2,0,0
6,0.0607744640146848,1,0,1
7,0.0359396160347387,2,0,0
