"iteration","seconds","level0","level1","level2"
1,0.0335274219978601,1,0,0
2,0.0322836869745515,0,0,0
3,0.0331466140050907,1,0,0
4,0.0333761729998514,1,0,0
5,0.0330540360009763,1,0,0
6,0.0347062539949547,0,1,0
7,0.0325159929925576,0,0,0
