"iteration","seconds","level0","level1","level2"
1,0.0566743820381816,1,0,0
2,0.0808142390160356,1,0,1
3,0.0559183010191191,1,0,0
4,0.0589486520329956,1,1,0
5,0.0564506039954722,1,0,0
6,0.0623392700217664,0,2,0
7,0.0602137480454985,1,1,0
