"iteration","seconds","level0","level1","level2"
1,0.00986451804055832,1,0,0
2,0.00886953002191149,0,0,0
3,0.0089175820176024,0,0,0
4,0.0095156490278896,1,0,0
5,0.00879687801352702,0,0,0
6,0.00884812802542001,0,0,0
7,0.0093546420102939,1,0,0
