"iteration","seconds","level0","level1","level2"
1,0.0774722060305066,3,0,0
2,0.0765960770077072,2,0,0
3,0.0769857410050463,2,0,0
4,0.0773489600105677,2,0,0
5,0.0775771660264581,2,0,0
6,0.0812038210278843,2,1,0
7,0.0776387480145786,2,0,0
