"iteration","seconds","level0","level1","level2"
1,0.0978517480252776,1,1,0
2,0.113718420005171,1,0,1
3,0.0931636030145455,1,1,0
4,0.116013518039836,1,0,1
5,0.093247284006793,1,1,0
6,0.0922347480081953,1,1,0
7,0.0966996070346795,0,2,0
