"iteration","seconds","level0","level1","level2"
1,0.00821640001959167,1,0,0
2,0.00732944702031091,0,0,0
3,0.0073356380162295,0,0,0
4,0.00792263500625268,1,0,0
5,0.00726954601122998,0,0,0
6,0.00722153502283618,0,0,0
7,0.00783715001307428,1,0,0
