"iteration","seconds","level0","level1","level2"
1,0.695252087985864,49,3,0
2,0.733062246988993,56,2,0
3,0.70888270199066,47,2,1
4,0.699990088993218,55,2,0
5,0.71948722898378,51,2,1
6,0.70955788998981,53,3,0
7,0.74339613300981,56,1,1
