run,case,reader,workload,variant,repetition,load_seconds,elapsed_seconds,workflow_seconds,cpu_seconds,peak_rss_bytes,process_cpu_seconds,native_before,native_after
downstream-v2,india-30-scattered-known,dta,traverse,candidate,4,0.272,0.013,0.285,0.015,248414208,0.525454,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,traverse,baseline,4,0.264,0.012,0.276,0.015,249888768,0.518384,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,baseline,5,0.263,0.012,0.276,0.015,249462784,0.515137,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,candidate,5,0.271,0.012,0.284,0.015,248528896,0.524302,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,traverse,candidate,6,0.27,0.012,0.282,0.015,251428864,0.522415,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,traverse,baseline,6,0.265,0.012,0.277,0.015,249364480,0.515976,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,baseline,1,0.264,0.001,0.315,0.001,319094784,0.561646,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,candidate,1,0.273,0.001,0.323,0.002,310378496,0.569995,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,candidate,2,0.271,0.002,0.322,0.001,310362112,0.567739,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,baseline,2,0.264,0.001,0.315,0.002,318881792,0.561651,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,baseline,3,0.265,0.001,0.316,0.002,319193088,0.562449,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,candidate,3,0.272,0.002,0.323,0.001,309985280,0.568637,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,candidate,4,0.275,0.002,0.326,0.002,310149120,0.5716939999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,baseline,4,0.264,0.001,0.314,0.001,318865408,0.5600959999999999,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,baseline,5,0.267,0.002,0.317,0.002,321880064,0.5630839999999999,{},{}
downstream-v2,india-30-scattered-known,dta,first_write,candidate,5,0.271,0.001,0.321,0.001,310149120,0.5665,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,candidate,6,0.271,0.001,0.321,0.001,310034432,0.5662039999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,first_write,baseline,6,0.267,0.001,0.318,0.002,319176704,0.564744,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,1,0.264,0.016,0.28,0.015,245366784,0.5160469999999999,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,1,0.27,0.016,0.286,0.015,235995136,0.524798,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,2,0.271,0.015,0.286,0.016,236027904,0.5242169999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,2,0.265,0.015,0.28,0.014,245465088,0.516465,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,3,0.264,0.015,0.28,0.015,245448704,0.517566,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,3,0.271,0.015,0.286,0.015,236011520,0.523239,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,4,0.27,0.015,0.285,0.016,236290048,0.522438,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,4,0.265,0.016,0.282,0.017,247382016,0.5175749999999999,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,5,0.265,0.016,0.281,0.015,245415936,0.517236,{},{}
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,5,0.271,0.015,0.286,0.014,236027904,0.522057,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,candidate,6,0.273,0.015,0.289,0.015,236191744,0.527903,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,r_vector,baseline,6,0.264,0.015,0.28,0.015,245350400,0.519361,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,1,0.061,0.041,0.103,0.042,266174464,0.290147,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,1,0.061,0.067,0.129,0.067,242352128,0.308426,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,2,0.062,0.067,0.129,0.067,242417664,0.31872999999999996,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,2,0.061,0.042,0.103,0.042,264994816,0.287441,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,3,0.06,0.041,0.102,0.041,264798208,0.28968099999999997,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,3,0.061,0.067,0.128,0.066,242319360,0.309048,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,4,0.061,0.07,0.131,0.07,242647040,0.31264,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,4,0.061,0.042,0.103,0.042,265764864,0.289548,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,5,0.061,0.041,0.103,0.041,264683520,0.2894,{},{}
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,5,0.061,0.07,0.131,0.07,242302976,0.311695,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,candidate,6,0.061,0.067,0.128,0.068,242368512,0.30860699999999996,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,sparse,baseline,6,0.06,0.041,0.102,0.041,269516800,0.288931,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,1,0.062,0.028,0.09,0.031,281395200,0.279327,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,1,0.061,0.028,0.089,0.029,257703936,0.27200799999999997,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,2,0.061,0.027,0.088,0.031,258031616,0.27302,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,2,0.06,0.028,0.088,0.03,279429120,0.281728,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,3,0.061,0.027,0.088,0.031,283099136,0.277582,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,3,0.06,0.027,0.088,0.03,258850816,0.271159,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,4,0.062,0.028,0.09,0.031,257966080,0.27032199999999995,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,4,0.061,0.028,0.089,0.03,279412736,0.27810599999999996,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,5,0.061,0.028,0.089,0.03,279527424,0.27814,{},{}
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,5,0.061,0.028,0.09,0.033,257310720,0.274848,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,candidate,6,0.061,0.028,0.089,0.031,257769472,0.27147699999999997,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,traverse,baseline,6,0.061,0.028,0.089,0.029,281378816,0.278949,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,1,0.06,0.002,0.107,0.002,332349440,0.29850899999999997,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,1,0.061,0.001,0.108,0.001,307855360,0.296087,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,2,0.061,0.001,0.108,0.001,306233344,0.295133,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,2,0.06,0.002,0.108,0.001,331907072,0.301983,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,3,0.06,0.002,0.109,0.001,331448320,0.29988499999999996,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,3,0.061,0.002,0.108,0.001,306118656,0.29624199999999995,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,4,0.061,0.001,0.108,0.001,306118656,0.296001,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,4,0.061,0.002,0.109,0.001,332136448,0.302432,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,5,0.061,0.002,0.109,0.002,336773120,0.30333899999999997,{},{}
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,5,0.061,0.001,0.108,0.001,307658752,0.299329,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,candidate,6,0.061,0.002,0.108,0.001,306135040,0.296849,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 1448230}"
downstream-v2,india-30-scattered-known,arrow,first_write,baseline,6,0.061,0.002,0.109,0.001,332005376,0.30308,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,1,0.061,0.015,0.076,0.015,280690688,0.278708,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,1,0.061,0.019,0.08,0.018,256950272,0.27455399999999996,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,2,0.06,0.02,0.081,0.02,257277952,0.277962,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,2,0.061,0.016,0.077,0.015,282738688,0.280815,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,3,0.061,0.015,0.076,0.014,279298048,0.280035,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,3,0.061,0.019,0.081,0.02,257032192,0.27629,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,4,0.061,0.022,0.083,0.021,257114112,0.278783,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,4,0.06,0.016,0.076,0.015,279494656,0.279844,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,5,0.06,0.015,0.076,0.016,281427968,0.279076,{},{}
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,5,0.061,0.02,0.081,0.02,257081344,0.277676,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,candidate,6,0.06,0.018,0.079,0.018,256999424,0.275078,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 25344025, ""live_owners"": 29, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,arrow,r_vector,baseline,6,0.06,0.015,0.076,0.015,281427968,0.278696,{},{}
downstream-v2,mixed-all,dta,sparse,baseline,1,0.004,0.002,0.007,0.002,108249088,0.177186,{},{}
downstream-v2,mixed-all,dta,sparse,candidate,1,0.004,0.002,0.006,0.002,108380160,0.178195,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,candidate,2,0.004,0.002,0.006,0.002,108347392,0.176254,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,baseline,2,0.005,0.002,0.007,0.002,108298240,0.17665899999999998,{},{}
downstream-v2,mixed-all,dta,sparse,baseline,3,0.005,0.002,0.007,0.002,108298240,0.178202,{},{}
downstream-v2,mixed-all,dta,sparse,candidate,3,0.005,0.002,0.007,0.002,108429312,0.18268199999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,candidate,4,0.004,0.002,0.006,0.002,108298240,0.177281,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,baseline,4,0.004,0.002,0.007,0.002,108511232,0.17679899999999998,{},{}
downstream-v2,mixed-all,dta,sparse,baseline,5,0.004,0.002,0.006,0.002,108232704,0.177917,{},{}
downstream-v2,mixed-all,dta,sparse,candidate,5,0.004,0.002,0.006,0.002,108396544,0.17658,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,candidate,6,0.004,0.002,0.007,0.002,108331008,0.176531,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,sparse,baseline,6,0.004,0.002,0.007,0.002,108314624,0.177249,{},{}
downstream-v2,mixed-all,dta,traverse,baseline,1,0.005,0.029,0.034,0.033,113754112,0.197383,{},{}
downstream-v2,mixed-all,dta,traverse,candidate,1,0.004,0.03,0.034,0.032,113917952,0.19577699999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,candidate,2,0.004,0.03,0.035,0.033,114294784,0.198397,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,baseline,2,0.004,0.031,0.035,0.034,113655808,0.19910999999999998,{},{}
downstream-v2,mixed-all,dta,traverse,baseline,3,0.004,0.029,0.034,0.033,114065408,0.19762799999999997,{},{}
downstream-v2,mixed-all,dta,traverse,candidate,3,0.004,0.03,0.034,0.033,114163712,0.196426,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,candidate,4,0.004,0.03,0.034,0.033,114360320,0.19668999999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,baseline,4,0.004,0.03,0.035,0.034,114049024,0.19827499999999998,{},{}
downstream-v2,mixed-all,dta,traverse,baseline,5,0.005,0.03,0.035,0.034,114130944,0.19824,{},{}
downstream-v2,mixed-all,dta,traverse,candidate,5,0.004,0.03,0.034,0.033,114147328,0.197284,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,candidate,6,0.005,0.03,0.035,0.033,114278400,0.197355,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,traverse,baseline,6,0.004,0.03,0.034,0.033,114049024,0.19724799999999998,{},{}
downstream-v2,mixed-all,dta,first_write,baseline,1,0.004,0.001,0.02,0.002,113328128,0.18112899999999998,{},{}
downstream-v2,mixed-all,dta,first_write,candidate,1,0.004,0.002,0.02,0.002,112721920,0.179189,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,first_write,candidate,2,0.004,0.002,0.02,0.002,112508928,0.17906999999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,mixed-all,dta,first_write,baseline,2,0.004,0.002,0.02,0.002,113442816,0.180771,{},{}
downstream-v2,mixed-all,dta,first_write,baseline,3,0.004,0.002,0.02,0.002,113524736,0.180971,{},{}
downstream-v2,mixed-all,dta,first_write,candidate,3,0.004,0.002,0.02,0.001,112541696,0.17959799999999998,"{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 10000, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
