run,case,reader,workload,variant,repetition,load_seconds,elapsed_seconds,workflow_seconds,cpu_seconds,peak_rss_bytes,process_cpu_seconds,native_before,native_after
downstream-v2,india-all,dta,sparse,baseline,3,0.744,0.016,0.782,0.016,5236015104,5.582608,{},{}
downstream-v2,india-all,dta,sparse,candidate,3,0.606,0.017,0.645,0.017,5235326976,5.0804860000000005,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,sparse,candidate,4,0.606,0.018,0.646,0.018,5234737152,5.105474,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,sparse,baseline,4,0.749,0.016,0.787,0.016,5237194752,5.554386,{},{}
downstream-v2,india-all,dta,sparse,baseline,5,0.745,0.016,0.783,0.015,5237129216,5.592389,{},{}
downstream-v2,india-all,dta,sparse,candidate,5,0.605,0.017,0.644,0.017,5241061376,5.131509,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,sparse,candidate,6,0.609,0.018,0.649,0.017,5234425856,5.089126,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,sparse,baseline,6,0.735,0.015,0.773,0.016,5233033216,5.574287,{},{}
downstream-v2,india-all,dta,traverse,baseline,1,0.741,0.722,1.485,1.015,5546082304,6.572391,{},{}
downstream-v2,india-all,dta,traverse,candidate,1,0.605,0.711,1.338,1.007,5547442176,6.104723,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,candidate,2,0.603,0.73,1.354,1.024,5549228032,6.111475,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,baseline,2,0.737,0.718,1.477,1.014,5545115648,6.571622,{},{}
downstream-v2,india-all,dta,traverse,baseline,3,0.743,0.72,1.485,1.013,5546065920,6.576039,{},{}
downstream-v2,india-all,dta,traverse,candidate,3,0.6,0.719,1.341,1.014,5551341568,6.096457,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,candidate,4,0.61,0.717,1.348,1.013,5546459136,6.17827,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,baseline,4,0.741,0.713,1.476,1.007,5546262528,6.584377,{},{}
downstream-v2,india-all,dta,traverse,baseline,5,0.736,0.721,1.479,1.016,5544640512,6.5933329999999994,{},{}
downstream-v2,india-all,dta,traverse,candidate,5,0.608,0.723,1.353,1.02,5550686208,6.153639,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,candidate,6,0.609,0.718,1.349,1.014,5552685056,6.119472,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,traverse,baseline,6,0.74,0.723,1.486,1.016,5548343296,6.606289,{},{}
downstream-v2,india-all,dta,first_write,baseline,1,0.74,0.006,1.241,0.005999999999999,10275061760,6.101489,{},{}
downstream-v2,india-all,dta,first_write,candidate,1,0.605,0.006,1.102,0.006,10280632320,5.605046,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,candidate,2,0.609,0.006,1.107,0.006,10286481408,5.6279770000000005,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,baseline,2,0.746,0.006,1.246,0.006,10281779200,6.080726,{},{}
downstream-v2,india-all,dta,first_write,baseline,3,0.741,0.006,1.242,0.006,10279780352,6.094896,{},{}
downstream-v2,india-all,dta,first_write,candidate,3,0.607,0.006,1.106,0.005,10280271872,5.617604,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,candidate,4,0.608,0.007,1.119,0.007000000000001,10281811968,5.628516,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,baseline,4,0.739,0.006,1.239,0.005000000000001,10280927232,6.091544,{},{}
downstream-v2,india-all,dta,first_write,baseline,5,0.738,0.006,1.24,0.006,10279305216,6.052575,{},{}
downstream-v2,india-all,dta,first_write,candidate,5,0.612,0.006,1.112,0.006,10283515904,5.707502,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,candidate,6,0.618,0.006,1.12,0.006,10279075840,5.694837,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,first_write,baseline,6,0.747,0.006,1.246,0.005,10281992192,6.168962,{},{}
downstream-v2,india-all,dta,r_vector,baseline,1,0.746,0.014,0.782,0.014,5249499136,5.651206999999999,{},{}
downstream-v2,india-all,dta,r_vector,candidate,1,0.615,0.013,0.65,0.012,5250957312,5.191485,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,candidate,2,0.613,0.014,0.648,0.013,5252628480,5.192708,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,baseline,2,0.736,0.015,0.773,0.014,5250465792,5.582145000000001,{},{}
downstream-v2,india-all,dta,r_vector,baseline,3,0.755,0.014,0.791,0.014,5250269184,5.7012480000000005,{},{}
downstream-v2,india-all,dta,r_vector,candidate,3,0.615,0.013,0.65,0.013,5251907584,5.211591,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,candidate,4,0.617,0.013,0.653,0.013,5253677056,5.219703,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,baseline,4,0.747,0.014,0.784,0.014,5249892352,5.65067,{},{}
downstream-v2,india-all,dta,r_vector,baseline,5,0.75,0.015,0.788,0.014,5247811584,5.650806,{},{}
downstream-v2,india-all,dta,r_vector,candidate,5,0.61,0.014,0.646,0.013,5254119424,5.205941,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,candidate,6,0.611,0.013,0.646,0.014,5247696896,5.201039,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-all,dta,r_vector,baseline,6,0.752,0.013,0.787,0.013,5251252224,5.67889,{},{}
downstream-v2,india-all,arrow,sparse,baseline,1,0.572,0.015,0.594,0.015,10281910272,4.790239,{},{}
downstream-v2,india-all,arrow,sparse,candidate,1,0.29,0.041,0.335,0.041,5397676032,3.0919659999999998,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,candidate,2,0.295,0.041,0.34,0.041,5397872640,3.120643,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,baseline,2,0.569,0.016,0.591,0.015,10281107456,4.813629000000001,{},{}
downstream-v2,india-all,arrow,sparse,baseline,3,0.567,0.016,0.589,0.016,10281058304,4.805897,{},{}
downstream-v2,india-all,arrow,sparse,candidate,3,0.289,0.041,0.333,0.042,5404311552,3.100656,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,candidate,4,0.289,0.041,0.333,0.041,5407834112,3.0584499999999997,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,baseline,4,0.564,0.016,0.586,0.015,10280140800,4.761639000000001,{},{}
downstream-v2,india-all,arrow,sparse,baseline,5,0.568,0.016,0.59,0.016,10277748736,4.805759999999999,{},{}
downstream-v2,india-all,arrow,sparse,candidate,5,0.291,0.041,0.336,0.041,5411733504,3.121499,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,candidate,6,0.291,0.041,0.336,0.041,5406146560,3.1342,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,sparse,baseline,6,0.567,0.015,0.589,0.015,10279845888,4.6592649999999995,{},{}
downstream-v2,india-all,arrow,traverse,baseline,1,0.572,0.707,1.286,0.998,10555572224,5.654743,{},{}
downstream-v2,india-all,arrow,traverse,candidate,1,0.289,0.683,0.975,0.992,5622513664,4.1021730000000005,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,candidate,2,0.29,0.686,0.979,0.993,5745606656,4.082567,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,baseline,2,0.568,0.71,1.285,1,10557259776,5.717294,{},{}
downstream-v2,india-all,arrow,traverse,baseline,3,0.569,0.707,1.282,0.998,10561617920,5.737285,{},{}
downstream-v2,india-all,arrow,traverse,candidate,3,0.288,0.679,0.97,0.984,5621809152,4.049225,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,candidate,4,0.288,0.684,0.976,0.994,5624332288,3.97829,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,baseline,4,0.569,0.708,1.284,1.003,10555457536,5.795857,{},{}
downstream-v2,india-all,arrow,traverse,baseline,5,0.57,0.707,1.284,0.998,10559340544,5.801369,{},{}
downstream-v2,india-all,arrow,traverse,candidate,5,0.29,0.682,0.975,0.999,5706612736,4.077741,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,candidate,6,0.289,0.682,0.974,0.989,5627363328,4.076751,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,traverse,baseline,6,0.567,0.709,1.283,0.997,10552508416,5.764514999999999,{},{}
downstream-v2,india-all,arrow,first_write,baseline,1,0.572,0.031,1.067,0.031,13364920320,5.281453,{},{}
downstream-v2,india-all,arrow,first_write,candidate,1,0.288,0.01,0.509,0.011,5512445952,3.2469,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,candidate,2,0.289,0.011,0.511,0.011,5509611520,3.3405769999999997,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,baseline,2,0.569,0.031,1.034,0.031,12289212416,5.2628319999999995,{},{}
downstream-v2,india-all,arrow,first_write,baseline,3,0.565,0.032,1.048,0.031,13328187392,5.243397,{},{}
downstream-v2,india-all,arrow,first_write,candidate,3,0.289,0.011,0.513,0.011,5513887744,3.315169,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,candidate,4,0.289,0.011,0.511,0.01,5511479296,3.329924,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,baseline,4,0.573,0.031,1.056,0.031,13423575040,5.227377000000001,{},{}
downstream-v2,india-all,arrow,first_write,baseline,5,0.572,0.031,1.057,0.031,13449805824,5.345494,{},{}
downstream-v2,india-all,arrow,first_write,candidate,5,0.288,0.011,0.513,0.012,5512364032,3.316026,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,candidate,6,0.291,0.011,0.515,0.011,5512511488,3.348896,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 2896460}"
downstream-v2,india-all,arrow,first_write,baseline,6,0.566,0.031,1.054,0.031,13426294784,5.281012,{},{}
downstream-v2,india-all,arrow,r_vector,baseline,1,0.572,0.013,0.591,0.014,10291363840,4.749221,{},{}
downstream-v2,india-all,arrow,r_vector,candidate,1,0.288,0.017,0.308,0.017,5400657920,3.0947519999999997,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,candidate,2,0.288,0.017,0.308,0.016,5401985024,3.0481,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,baseline,2,0.576,0.013,0.596,0.013,10290348032,4.796539,{},{}
downstream-v2,india-all,arrow,r_vector,baseline,3,0.575,0.014,0.596,0.015,10291838976,4.869683,{},{}
downstream-v2,india-all,arrow,r_vector,candidate,3,0.287,0.016,0.307,0.015,5402460160,3.074508,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,candidate,4,0.291,0.017,0.312,0.018,5406752768,3.123118,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,baseline,4,0.565,0.013,0.585,0.014,10289020928,4.723325,{},{}
downstream-v2,india-all,arrow,r_vector,baseline,5,0.571,0.013,0.591,0.013,10290642944,4.732868,{},{}
downstream-v2,india-all,arrow,r_vector,candidate,5,0.287,0.016,0.307,0.015,5400248320,3.096083,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,candidate,6,0.288,0.017,0.308,0.018,5410603008,3.1110230000000003,"{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}","{""owned"": 1, ""rows"": 724115, ""chunks"": 12, ""native_bytes"": 4747297940, ""live_owners"": 5961, ""compatibility_bytes"": 0}"
downstream-v2,india-all,arrow,r_vector,baseline,6,0.569,0.013,0.589,0.013,10289463296,4.788731,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,baseline,1,0.264,0.025,0.29,0.026,230866944,0.5281659999999999,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,candidate,1,0.272,0.03,0.302,0.029,232325120,0.539662,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,candidate,2,0.271,0.031,0.303,0.031,232308736,0.538758,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,baseline,2,0.267,0.025,0.292,0.025,230965248,0.5314,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,baseline,3,0.264,0.026,0.29,0.026,231096320,0.526501,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,candidate,3,0.271,0.028,0.299,0.028,232325120,0.5382929999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,candidate,4,0.273,0.028,0.301,0.028,232292352,0.537875,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,baseline,4,0.264,0.025,0.29,0.025,230916096,0.527571,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,baseline,5,0.265,0.025,0.291,0.026,231030784,0.528048,{},{}
downstream-v2,india-30-scattered-known,dta,sparse,candidate,5,0.271,0.031,0.302,0.031,232161280,0.5391919999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,candidate,6,0.27,0.028,0.298,0.028,232292352,0.536319,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,sparse,baseline,6,0.265,0.025,0.291,0.026,231063552,0.52823,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,baseline,1,0.264,0.012,0.276,0.014,249397248,0.5161169999999999,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,candidate,1,0.272,0.012,0.285,0.015,248627200,0.5255449999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,traverse,candidate,2,0.275,0.013,0.288,0.016,248610816,0.528169,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
downstream-v2,india-30-scattered-known,dta,traverse,baseline,2,0.263,0.012,0.276,0.014,249757696,0.515365,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,baseline,3,0.264,0.012,0.276,0.015,249413632,0.514956,{},{}
downstream-v2,india-30-scattered-known,dta,traverse,candidate,3,0.271,0.012,0.283,0.015,248840192,0.5229269999999999,"{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}","{""owned"": 0, ""rows"": 724115, ""chunks"": 0, ""native_bytes"": 0, ""live_owners"": 0, ""compatibility_bytes"": 0}"
