run,case,selection_mode,mode,cohort,repetition,position,method,elapsed_seconds,cpu_seconds,peak_rss_bytes,process_cpu_seconds,calls
screen-dta-ring2,100mb-all,all,fresh,1,3,1,candidate-dta,0.046,0.142,292929536,0.325171,
screen-dta-ring2,100mb-all,all,fresh,1,3,2,candidate-arrow,0.031,0.099,382369792,0.282339,
screen-dta-ring2,100mb-all,all,fresh,1,3,3,stata,0.012,,144916480,0.028506999999999998,
screen-dta-ring2,100mb-all,all,fresh,1,3,4,baseline-dta,0.049,0.148,293339136,0.33509300000000003,
screen-dta-ring2,100mb-all,all,fresh,1,3,5,baseline-arrow,0.033,0.102,380551168,0.29168,
screen-dta-ring2,100mb-all,all,fresh,1,4,1,candidate-arrow,0.031,0.098,380780544,0.28665999999999997,
screen-dta-ring2,100mb-all,all,fresh,1,4,2,stata,0.011,,144637952,0.028595999999999996,
screen-dta-ring2,100mb-all,all,fresh,1,4,3,baseline-dta,0.049,0.145,291225600,0.334517,
screen-dta-ring2,100mb-all,all,fresh,1,4,4,baseline-arrow,0.033,0.104,380633088,0.294844,
screen-dta-ring2,100mb-all,all,fresh,1,4,5,candidate-dta,0.046,0.145,292782080,0.33231299999999997,
screen-dta-ring2,100mb-all,all,fresh,1,5,1,stata,0.01,,144637952,0.026203999999999998,
screen-dta-ring2,100mb-all,all,fresh,1,5,2,baseline-dta,0.048,0.146,294846464,0.327588,
screen-dta-ring2,100mb-all,all,fresh,1,5,3,baseline-arrow,0.032,0.1,382140416,0.282652,
screen-dta-ring2,100mb-all,all,fresh,1,5,4,candidate-dta,0.045,0.145,295632896,0.326156,
screen-dta-ring2,100mb-all,all,fresh,1,5,5,candidate-arrow,0.032,0.099,381779968,0.281696,
screen-dta-ring2,100mb-all,all,fresh,1,6,1,stata,0.01,,144687104,0.026209999999999997,
screen-dta-ring2,100mb-all,all,fresh,1,6,2,candidate-arrow,0.032,0.1,381042688,0.283039,
screen-dta-ring2,100mb-all,all,fresh,1,6,3,candidate-dta,0.045,0.145,292732928,0.32676599999999995,
screen-dta-ring2,100mb-all,all,fresh,1,6,4,baseline-arrow,0.032,0.098,377847808,0.280584,
screen-dta-ring2,100mb-all,all,fresh,1,6,5,baseline-dta,0.048,0.144,295108608,0.325417,
screen-dta-ring2,india-all,all,fresh,1,1,1,baseline-dta,0.75,5.278,5238898688,5.480266,
screen-dta-ring2,india-all,all,fresh,1,1,2,baseline-arrow,0.589,4.477,10281435136,4.687505,
screen-dta-ring2,india-all,all,fresh,1,1,3,candidate-dta,0.729,5.39,5238341632,5.592311,
screen-dta-ring2,india-all,all,fresh,1,1,4,candidate-arrow,0.598,4.569,10282582016,4.778917,
screen-dta-ring2,india-all,all,fresh,1,1,5,stata,0.471,,5256806400,0.5030359999999999,
screen-dta-ring2,india-all,all,fresh,1,2,1,baseline-arrow,0.572,4.542,10279190528,4.769818,
screen-dta-ring2,india-all,all,fresh,1,2,2,candidate-dta,0.724,5.424,5238652928,5.628178,
screen-dta-ring2,india-all,all,fresh,1,2,3,candidate-arrow,0.576,4.47,10279223296,4.689854,
screen-dta-ring2,india-all,all,fresh,1,2,4,stata,0.474,,5256822784,0.505192,
screen-dta-ring2,india-all,all,fresh,1,2,5,baseline-dta,0.748,5.312,5236621312,5.5149799999999995,
screen-dta-ring2,india-all,all,fresh,1,3,1,candidate-dta,0.721,5.405,5234851840,5.607716,
screen-dta-ring2,india-all,all,fresh,1,3,2,candidate-arrow,0.569,4.559,10281713664,4.77116,
screen-dta-ring2,india-all,all,fresh,1,3,3,stata,0.471,,5256790016,0.502483,
screen-dta-ring2,india-all,all,fresh,1,3,4,baseline-dta,0.747,5.348,5237145600,5.5513,
screen-dta-ring2,india-all,all,fresh,1,3,5,baseline-arrow,0.58,4.502,10280108032,4.712087,
screen-dta-ring2,india-all,all,fresh,1,4,1,candidate-arrow,0.571,4.546,10279469056,4.756803,
screen-dta-ring2,india-all,all,fresh,1,4,2,stata,0.487,,5256790016,0.520558,
screen-dta-ring2,india-all,all,fresh,1,4,3,baseline-dta,0.743,5.309,5235015680,5.511484,
screen-dta-ring2,india-all,all,fresh,1,4,4,baseline-arrow,0.569,4.556,10278617088,4.767441,
screen-dta-ring2,india-all,all,fresh,1,4,5,candidate-dta,0.725,5.405,5238259712,5.608028,
screen-dta-ring2,india-all,all,fresh,1,5,1,stata,0.474,,5256822784,0.504794,
screen-dta-ring2,india-all,all,fresh,1,5,2,baseline-dta,0.75,5.352,5237145600,5.555003,
screen-dta-ring2,india-all,all,fresh,1,5,3,baseline-arrow,0.575,4.495,10280615936,4.704697,
screen-dta-ring2,india-all,all,fresh,1,5,4,candidate-dta,0.732,5.396,5235638272,5.599606,
screen-dta-ring2,india-all,all,fresh,1,5,5,candidate-arrow,0.716,4.448,10279714816,4.6949749999999995,
screen-dta-ring2,india-all,all,fresh,1,6,1,stata,0.528,,5257117696,0.5984309999999999,
screen-dta-ring2,india-all,all,fresh,1,6,2,candidate-arrow,0.575,4.517,10279895040,4.727983999999999,
screen-dta-ring2,india-all,all,fresh,1,6,3,candidate-dta,0.724,5.396,5237719040,5.608217,
screen-dta-ring2,india-all,all,fresh,1,6,4,baseline-arrow,0.571,4.404,10277699584,4.614112,
screen-dta-ring2,india-all,all,fresh,1,6,5,baseline-dta,0.742,5.355,5234245632,5.5576099999999995,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,1,1,baseline-dta,0.265,0.34,232112128,0.504453,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,1,2,baseline-arrow,0.072,0.094,265895936,0.265024,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,1,3,candidate-dta,0.264,0.338,232095744,0.502456,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,1,4,candidate-arrow,0.07,0.092,264486912,0.255443,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,1,5,stata,0.317,,80822272,0.332709,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,2,1,baseline-arrow,0.072,0.092,264978432,0.255871,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,2,2,candidate-dta,0.264,0.338,232046592,0.501871,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,2,3,candidate-arrow,0.07,0.093,264732672,0.260943,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,2,4,stata,0.317,,80887808,0.33278399999999997,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,2,5,baseline-dta,0.266,0.34,232275968,0.505686,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,3,1,candidate-dta,0.28,0.353,232128512,0.5185869999999999,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,3,2,candidate-arrow,0.074,0.096,264732672,0.26550799999999997,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,3,3,stata,0.33,,80838656,0.346647,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,3,4,baseline-dta,0.302,0.374,232128512,0.5789139999999999,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,3,5,baseline-arrow,0.071,0.092,267403264,0.263142,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,4,1,candidate-arrow,0.071,0.093,264765440,0.256054,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,4,2,stata,0.315,,80805888,0.33091,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,4,3,baseline-dta,0.265,0.338,232259584,0.5019480000000001,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,4,4,baseline-arrow,0.071,0.091,265977856,0.256251,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,4,5,candidate-dta,0.266,0.339,232128512,0.5029939999999999,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,5,1,stata,0.314,,80936960,0.330551,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,5,2,baseline-dta,0.267,0.341,232161280,0.504969,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,5,3,baseline-arrow,0.071,0.091,265830400,0.255563,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,5,4,candidate-dta,0.266,0.34,232374272,0.503744,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,5,5,candidate-arrow,0.07,0.093,266223616,0.257021,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,6,1,stata,0.314,,80871424,0.330047,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,6,2,candidate-arrow,0.072,0.095,265797632,0.25891699999999995,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,6,3,candidate-dta,0.264,0.338,232390656,0.501274,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,6,4,baseline-arrow,0.072,0.093,264912896,0.256631,
screen-dta-ring2,india-30-scattered-known,known,fresh,1,6,5,baseline-dta,0.266,0.338,232161280,0.502813,
screen-dta-ring2,mixed-all,all,fresh,1,1,1,baseline-dta,0.017,0.022,108593152,0.17753299999999997,
screen-dta-ring2,mixed-all,all,fresh,1,1,2,baseline-arrow,0.017,0.023,111132672,0.177871,
screen-dta-ring2,mixed-all,all,fresh,1,1,3,candidate-dta,0.017,0.021,108822528,0.17774299999999998,
screen-dta-ring2,mixed-all,all,fresh,1,1,4,candidate-arrow,0.016,0.021,111099904,0.176654,
screen-dta-ring2,mixed-all,all,fresh,1,1,5,stata,0.001,,40435712,0.016423,
screen-dta-ring2,mixed-all,all,fresh,1,2,1,baseline-arrow,0.016,0.021,111132672,0.176714,
screen-dta-ring2,mixed-all,all,fresh,1,2,2,candidate-dta,0.018,0.022,108773376,0.178043,
screen-dta-ring2,mixed-all,all,fresh,1,2,3,candidate-arrow,0.016,0.022,111165440,0.178189,
screen-dta-ring2,mixed-all,all,fresh,1,2,4,stata,0.001,,40599552,0.016668,
screen-dta-ring2,mixed-all,all,fresh,1,2,5,baseline-dta,0.018,0.022,108478464,0.17851,
screen-dta-ring2,mixed-all,all,fresh,1,3,1,candidate-dta,0.017,0.022,108822528,0.179421,
screen-dta-ring2,mixed-all,all,fresh,1,3,2,candidate-arrow,0.017,0.022,111247360,0.17740199999999998,
screen-dta-ring2,mixed-all,all,fresh,1,3,3,stata,0.001,,40534016,0.016556,
screen-dta-ring2,mixed-all,all,fresh,1,3,4,baseline-dta,0.018,0.021,108675072,0.18775599999999998,
screen-dta-ring2,mixed-all,all,fresh,1,3,5,baseline-arrow,0.017,0.022,111149056,0.182549,
screen-dta-ring2,mixed-all,all,fresh,1,4,1,candidate-arrow,0.017,0.021,111067136,0.181958,
screen-dta-ring2,mixed-all,all,fresh,1,4,2,stata,0.0,,40484864,0.016621999999999998,
screen-dta-ring2,mixed-all,all,fresh,1,4,3,baseline-dta,0.018,0.023,108740608,0.18156999999999998,
screen-dta-ring2,mixed-all,all,fresh,1,4,4,baseline-arrow,0.017,0.022,111132672,0.177648,
screen-dta-ring2,mixed-all,all,fresh,1,4,5,candidate-dta,0.017,0.022,108740608,0.181114,
screen-dta-ring2,mixed-all,all,fresh,1,5,1,stata,0.001,,40468480,0.016553,
screen-dta-ring2,mixed-all,all,fresh,1,5,2,baseline-dta,0.017,0.021,108445696,0.179008,
screen-dta-ring2,mixed-all,all,fresh,1,5,3,baseline-arrow,0.017,0.021,111083520,0.17718399999999998,
screen-dta-ring2,mixed-all,all,fresh,1,5,4,candidate-dta,0.017,0.022,108675072,0.17800399999999997,
screen-dta-ring2,mixed-all,all,fresh,1,5,5,candidate-arrow,0.016,0.021,111050752,0.17704999999999999,
screen-dta-ring2,mixed-all,all,fresh,1,6,1,stata,0.001,,40435712,0.016682000000000002,
screen-dta-ring2,mixed-all,all,fresh,1,6,2,candidate-arrow,0.017,0.023,111149056,0.17870499999999997,
screen-dta-ring2,mixed-all,all,fresh,1,6,3,candidate-dta,0.017,0.022,108822528,0.176903,
screen-dta-ring2,mixed-all,all,fresh,1,6,4,baseline-arrow,0.016,0.022,111165440,0.17765099999999998,
screen-dta-ring2,mixed-all,all,fresh,1,6,5,baseline-dta,0.017,0.022,108609536,0.17804699999999998,
screen-dta-ring4,100mb-all,all,fresh,1,1,1,baseline-dta,0.048,0.146,293257216,0.326731,
screen-dta-ring4,100mb-all,all,fresh,1,1,2,baseline-arrow,0.032,0.102,381861888,0.28413099999999997,
screen-dta-ring4,100mb-all,all,fresh,1,1,3,candidate-dta,0.052,0.154,302874624,0.335386,
screen-dta-ring4,100mb-all,all,fresh,1,1,4,candidate-arrow,0.032,0.102,382156800,0.283146,
screen-dta-ring4,100mb-all,all,fresh,1,1,5,stata,0.01,,144719872,0.026109999999999998,
screen-dta-ring4,100mb-all,all,fresh,1,2,1,baseline-arrow,0.032,0.1,380960768,0.28316399999999997,
screen-dta-ring4,100mb-all,all,fresh,1,2,2,candidate-dta,0.051,0.16,303202304,0.342174,
screen-dta-ring4,100mb-all,all,fresh,1,2,3,candidate-arrow,0.03,0.098,381140992,0.28047599999999995,
screen-dta-ring4,100mb-all,all,fresh,1,2,4,stata,0.01,,144687104,0.026158,
screen-dta-ring4,100mb-all,all,fresh,1,2,5,baseline-dta,0.048,0.144,292913152,0.324982,
screen-dta-ring4,100mb-all,all,fresh,1,3,1,candidate-dta,0.051,0.16,305135616,0.340622,
screen-dta-ring4,100mb-all,all,fresh,1,3,2,candidate-arrow,0.032,0.097,378060800,0.279513,
screen-dta-ring4,100mb-all,all,fresh,1,3,3,stata,0.01,,144588800,0.026151999999999998,
screen-dta-ring4,100mb-all,all,fresh,1,3,4,baseline-dta,0.047,0.143,296730624,0.324149,
screen-dta-ring4,100mb-all,all,fresh,1,3,5,baseline-arrow,0.032,0.098,381681664,0.280371,
screen-dta-ring4,100mb-all,all,fresh,1,4,1,candidate-arrow,0.03,0.096,377159680,0.281318,
screen-dta-ring4,100mb-all,all,fresh,1,4,2,stata,0.01,,144703488,0.026518999999999997,
screen-dta-ring4,100mb-all,all,fresh,1,4,3,baseline-dta,0.048,0.145,293142528,0.326646,
screen-dta-ring4,100mb-all,all,fresh,1,4,4,baseline-arrow,0.032,0.1,378306560,0.28284,
screen-dta-ring4,100mb-all,all,fresh,1,4,5,candidate-dta,0.049,0.153,302792704,0.335644,
screen-dta-ring4,100mb-all,all,fresh,1,5,1,stata,0.01,,144621568,0.026048999999999996,
screen-dta-ring4,100mb-all,all,fresh,1,5,2,baseline-dta,0.048,0.146,293502976,0.329017,
screen-dta-ring4,100mb-all,all,fresh,1,5,3,baseline-arrow,0.031,0.098,379158528,0.28116599999999997,
screen-dta-ring4,100mb-all,all,fresh,1,5,4,candidate-dta,0.05,0.158,303415296,0.339719,
screen-dta-ring4,100mb-all,all,fresh,1,5,5,candidate-arrow,0.031,0.095,377880576,0.27707,
screen-dta-ring4,100mb-all,all,fresh,1,6,1,stata,0.01,,144539648,0.026026999999999998,
screen-dta-ring4,100mb-all,all,fresh,1,6,2,candidate-arrow,0.03,0.097,378437632,0.279336,
screen-dta-ring4,100mb-all,all,fresh,1,6,3,candidate-dta,0.05,0.156,305922048,0.33788399999999996,
screen-dta-ring4,100mb-all,all,fresh,1,6,4,baseline-arrow,0.031,0.097,382042112,0.279906,
screen-dta-ring4,100mb-all,all,fresh,1,6,5,baseline-dta,0.048,0.144,292618240,0.32617399999999996,
screen-dta-ring4,india-all,all,fresh,1,1,1,baseline-dta,0.745,5.272,5233410048,5.473154,
screen-dta-ring4,india-all,all,fresh,1,1,2,baseline-arrow,0.576,4.533,10279501824,4.753431,
screen-dta-ring4,india-all,all,fresh,1,1,3,candidate-dta,0.735,5.761,5254168576,5.971196,
screen-dta-ring4,india-all,all,fresh,1,1,4,candidate-arrow,0.569,4.478,10276601856,4.690664999999999,
screen-dta-ring4,india-all,all,fresh,1,1,5,stata,0.472,,5256806400,0.5037309999999999,
screen-dta-ring4,india-all,all,fresh,1,2,1,baseline-arrow,0.571,4.541,10278191104,4.750722,
screen-dta-ring4,india-all,all,fresh,1,2,2,candidate-dta,0.697,5.823,5254823936,6.025105,
screen-dta-ring4,india-all,all,fresh,1,2,3,candidate-arrow,0.57,4.528,10279976960,4.747896,
screen-dta-ring4,india-all,all,fresh,1,2,4,stata,0.472,,5256708096,0.5044489999999999,
screen-dta-ring4,india-all,all,fresh,1,2,5,baseline-dta,0.746,5.306,5235458048,5.508167,
screen-dta-ring4,india-all,all,fresh,1,3,1,candidate-dta,0.703,5.751,5253775360,5.955355,
screen-dta-ring4,india-all,all,fresh,1,3,2,candidate-arrow,0.576,4.57,10281517056,4.779825,
screen-dta-ring4,india-all,all,fresh,1,3,3,stata,0.475,,5256839168,0.511038,
screen-dta-ring4,india-all,all,fresh,1,3,4,baseline-dta,0.756,5.332,5235261440,5.534148999999999,
screen-dta-ring4,india-all,all,fresh,1,3,5,baseline-arrow,0.578,4.522,10278912000,4.742322,
screen-dta-ring4,india-all,all,fresh,1,4,1,candidate-arrow,0.581,4.525,10281648128,4.746458,
screen-dta-ring4,india-all,all,fresh,1,4,2,stata,0.472,,5256855552,0.503317,
screen-dta-ring4,india-all,all,fresh,1,4,3,baseline-dta,0.751,5.305,5237227520,5.506184,
screen-dta-ring4,india-all,all,fresh,1,4,4,baseline-arrow,0.57,4.476,10281385984,4.697234,
screen-dta-ring4,india-all,all,fresh,1,4,5,candidate-dta,0.696,5.789,5253152768,5.991237,
screen-dta-ring4,india-all,all,fresh,1,5,1,stata,0.471,,5256740864,0.5026029999999999,
screen-dta-ring4,india-all,all,fresh,1,5,2,baseline-dta,0.744,5.309,5233459200,5.51091,
screen-dta-ring4,india-all,all,fresh,1,5,3,baseline-arrow,0.576,4.443,10280632320,4.657764,
screen-dta-ring4,india-all,all,fresh,1,5,4,candidate-dta,0.716,5.757,5248925696,5.959598,
screen-dta-ring4,india-all,all,fresh,1,5,5,candidate-arrow,0.579,4.485,10281156608,4.695755,
screen-dta-ring4,india-all,all,fresh,1,6,1,stata,0.472,,5256724480,0.503301,
screen-dta-ring4,india-all,all,fresh,1,6,2,candidate-arrow,0.573,4.511,10281041920,4.729993,
screen-dta-ring4,india-all,all,fresh,1,6,3,candidate-dta,0.708,5.738,5255462912,5.9439910000000005,
screen-dta-ring4,india-all,all,fresh,1,6,4,baseline-arrow,0.573,4.471,10279665664,4.680282,
screen-dta-ring4,india-all,all,fresh,1,6,5,baseline-dta,0.748,5.326,5236310016,5.529393,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,1,1,baseline-dta,0.265,0.338,232177664,0.502885,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,1,2,baseline-arrow,0.073,0.095,266059776,0.259833,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,1,3,candidate-dta,0.283,0.366,249036800,0.528307,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,1,4,candidate-arrow,0.07,0.092,264585216,0.254255,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,1,5,stata,0.316,,80953344,0.330982,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,2,1,baseline-arrow,0.071,0.093,265928704,0.257904,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,2,2,candidate-dta,0.283,0.366,249036800,0.529821,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,2,3,candidate-arrow,0.071,0.091,264683520,0.25535199999999997,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,2,4,stata,0.316,,80871424,0.33236299999999996,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,2,5,baseline-dta,0.265,0.338,235683840,0.503376,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,3,1,candidate-dta,0.283,0.364,249085952,0.539512,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,3,2,candidate-arrow,0.071,0.094,265977856,0.257556,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,3,3,stata,0.316,,80904192,0.331292,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,3,4,baseline-dta,0.266,0.339,232456192,0.50311,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,3,5,baseline-arrow,0.071,0.095,265961472,0.259249,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,4,1,candidate-arrow,0.071,0.095,266289152,0.25845399999999996,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,4,2,stata,0.317,,80887808,0.333005,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,4,3,baseline-dta,0.265,0.339,232128512,0.5035689999999999,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,4,4,baseline-arrow,0.072,0.093,264830976,0.259382,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,4,5,candidate-dta,0.281,0.363,249053184,0.527358,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,5,1,stata,0.314,,80855040,0.330137,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,5,2,baseline-dta,0.264,0.337,232079360,0.501582,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,5,3,baseline-arrow,0.071,0.093,266158080,0.25658,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,5,4,candidate-dta,0.281,0.364,249511936,0.527271,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,5,5,candidate-arrow,0.071,0.092,265732096,0.257552,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,6,1,stata,0.32,,80871424,0.33543599999999996,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,6,2,candidate-arrow,0.071,0.089,264470528,0.253928,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,6,3,candidate-dta,0.288,0.371,248954880,0.5349539999999999,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,6,4,baseline-arrow,0.074,0.096,265830400,0.258617,
screen-dta-ring4,india-30-scattered-known,known,fresh,1,6,5,baseline-dta,0.265,0.337,232046592,0.50157,
screen-dta-ring4,mixed-all,all,fresh,1,1,1,baseline-dta,0.017,0.021,108609536,0.177845,
screen-dta-ring4,mixed-all,all,fresh,1,1,2,baseline-arrow,0.017,0.022,111017984,0.17720499999999997,
screen-dta-ring4,mixed-all,all,fresh,1,1,3,candidate-dta,0.018,0.022,108789760,0.182479,
screen-dta-ring4,mixed-all,all,fresh,1,1,4,candidate-arrow,0.016,0.022,111149056,0.177874,
screen-dta-ring4,mixed-all,all,fresh,1,1,5,stata,0.001,,40484864,0.016652,
screen-dta-ring4,mixed-all,all,fresh,1,2,1,baseline-arrow,0.016,0.022,111181824,0.177948,
screen-dta-ring4,mixed-all,all,fresh,1,2,2,candidate-dta,0.017,0.022,108953600,0.17742799999999997,
screen-dta-ring4,mixed-all,all,fresh,1,2,3,candidate-arrow,0.016,0.021,111132672,0.17762599999999998,
screen-dta-ring4,mixed-all,all,fresh,1,2,4,stata,0.001,,40452096,0.016772999999999996,
screen-dta-ring4,mixed-all,all,fresh,1,2,5,baseline-dta,0.017,0.022,108609536,0.176668,
screen-dta-ring4,mixed-all,all,fresh,1,3,1,candidate-dta,0.017,0.021,108822528,0.177269,
screen-dta-ring4,mixed-all,all,fresh,1,3,2,candidate-arrow,0.016,0.021,111198208,0.176406,
screen-dta-ring4,mixed-all,all,fresh,1,3,3,stata,0.0,,40501248,0.016609,
screen-dta-ring4,mixed-all,all,fresh,1,3,4,baseline-dta,0.017,0.021,108740608,0.177621,
screen-dta-ring4,mixed-all,all,fresh,1,3,5,baseline-arrow,0.016,0.021,111181824,0.177211,
screen-dta-ring4,mixed-all,all,fresh,1,4,1,candidate-arrow,0.016,0.021,111230976,0.176956,
screen-dta-ring4,mixed-all,all,fresh,1,4,2,stata,0.0,,40468480,0.016607,
screen-dta-ring4,mixed-all,all,fresh,1,4,3,baseline-dta,0.017,0.021,108544000,0.177318,
screen-dta-ring4,mixed-all,all,fresh,1,4,4,baseline-arrow,0.017,0.021,111017984,0.177238,
screen-dta-ring4,mixed-all,all,fresh,1,4,5,candidate-dta,0.018,0.022,108855296,0.17718399999999998,
screen-dta-ring4,mixed-all,all,fresh,1,5,1,stata,0.001,,40517632,0.016778,
screen-dta-ring4,mixed-all,all,fresh,1,5,2,baseline-dta,0.017,0.021,110837760,0.178107,
screen-dta-ring4,mixed-all,all,fresh,1,5,3,baseline-arrow,0.018,0.023,110968832,0.18262799999999998,
screen-dta-ring4,mixed-all,all,fresh,1,5,4,candidate-dta,0.018,0.021,108806144,0.178102,
screen-dta-ring4,mixed-all,all,fresh,1,5,5,candidate-arrow,0.016,0.021,111230976,0.176622,
screen-dta-ring4,mixed-all,all,fresh,1,6,1,stata,0.001,,40435712,0.01664,
screen-dta-ring4,mixed-all,all,fresh,1,6,2,candidate-arrow,0.017,0.022,111099904,0.17765799999999998,
screen-dta-ring4,mixed-all,all,fresh,1,6,3,candidate-dta,0.017,0.021,108806144,0.176287,
screen-dta-ring4,mixed-all,all,fresh,1,6,4,baseline-arrow,0.016,0.021,110985216,0.177366,
screen-dta-ring4,mixed-all,all,fresh,1,6,5,baseline-dta,0.017,0.021,108527616,0.17745899999999998,
screen-dta-wide,100mb-all,all,fresh,1,1,1,baseline-dta,0.047,0.142,294027264,0.323878,
screen-dta-wide,100mb-all,all,fresh,1,1,2,baseline-arrow,0.031,0.096,379600896,0.279342,
screen-dta-wide,100mb-all,all,fresh,1,1,3,candidate-dta,0.047,0.134,296960000,0.31574399999999997,
screen-dta-wide,100mb-all,all,fresh,1,1,4,candidate-arrow,0.031,0.096,380043264,0.278447,
screen-dta-wide,100mb-all,all,fresh,1,1,5,stata,0.01,,144687104,0.026187,
screen-dta-wide,100mb-all,all,fresh,1,2,1,baseline-arrow,0.031,0.096,379617280,0.28427199999999997,
screen-dta-wide,100mb-all,all,fresh,1,2,2,candidate-dta,0.046,0.134,293437440,0.316322,
screen-dta-wide,100mb-all,all,fresh,1,2,3,candidate-arrow,0.03,0.096,381714432,0.278968,
screen-dta-wide,100mb-all,all,fresh,1,2,4,stata,0.011,,144670720,0.026230999999999997,
screen-dta-wide,100mb-all,all,fresh,1,2,5,baseline-dta,0.047,0.142,294092800,0.32335,
screen-dta-wide,100mb-all,all,fresh,1,3,1,candidate-dta,0.046,0.134,295469056,0.315528,
screen-dta-wide,100mb-all,all,fresh,1,3,2,candidate-arrow,0.03,0.097,381190144,0.279223,
screen-dta-wide,100mb-all,all,fresh,1,3,3,stata,0.01,,144670720,0.026122,
screen-dta-wide,100mb-all,all,fresh,1,3,4,baseline-dta,0.047,0.147,293339136,0.328442,
screen-dta-wide,100mb-all,all,fresh,1,3,5,baseline-arrow,0.03,0.097,380829696,0.27938199999999996,
screen-dta-wide,100mb-all,all,fresh,1,4,1,candidate-arrow,0.031,0.098,378191872,0.282278,
screen-dta-wide,100mb-all,all,fresh,1,4,2,stata,0.01,,144637952,0.028395999999999998,
screen-dta-wide,100mb-all,all,fresh,1,4,3,baseline-dta,0.047,0.148,292077568,0.329236,
screen-dta-wide,100mb-all,all,fresh,1,4,4,baseline-arrow,0.033,0.102,380305408,0.291624,
screen-dta-wide,100mb-all,all,fresh,1,4,5,candidate-dta,0.048,0.138,295026688,0.319341,
screen-dta-wide,100mb-all,all,fresh,1,5,1,stata,0.01,,144605184,0.026101,
screen-dta-wide,100mb-all,all,fresh,1,5,2,baseline-dta,0.048,0.146,292257792,0.328182,
screen-dta-wide,100mb-all,all,fresh,1,5,3,baseline-arrow,0.031,0.098,379076608,0.281314,
screen-dta-wide,100mb-all,all,fresh,1,5,4,candidate-dta,0.046,0.133,297009152,0.314426,
screen-dta-wide,100mb-all,all,fresh,1,5,5,candidate-arrow,0.031,0.099,381779968,0.282777,
screen-dta-wide,100mb-all,all,fresh,1,6,1,stata,0.01,,144605184,0.0263,
screen-dta-wide,100mb-all,all,fresh,1,6,2,candidate-arrow,0.03,0.098,378814464,0.279702,
screen-dta-wide,100mb-all,all,fresh,1,6,3,candidate-dta,0.046,0.137,292470784,0.31800699999999993,
screen-dta-wide,100mb-all,all,fresh,1,6,4,baseline-arrow,0.033,0.1,380010496,0.282393,
