run,case,mode,cohort,method,observations,median_seconds,min_seconds,max_seconds,stata_median_seconds,median_peak_rss_bytes,median_cpu_seconds,parity,timer_resolved
screen-v2-dta-prepared,100mb-all,fresh,1,candidate-dta,6,0.048,0.047,0.048,0.01,295149568.0,0.1455,False,True
screen-v2-dta-prepared,100mb-all,fresh,1,stata,6,0.01,0.01,0.011,0.01,144769024.0,,False,True
screen-v2-dta-prepared,india-30-scattered-any_of,fresh,1,baseline-arrow,6,0.071,0.071,0.072,0.3535,265863168.0,0.0925,False,True
screen-v2-dta-prepared,india-30-scattered-any_of,fresh,1,baseline-dta,6,0.264,0.264,0.265,0.3535,231981056.0,0.3375,False,True
screen-v2-dta-prepared,india-30-scattered-any_of,fresh,1,candidate-arrow,6,0.071,0.071,0.072,0.3535,266231808.0,0.094,False,True
screen-v2-dta-prepared,india-30-scattered-any_of,fresh,1,candidate-dta,6,0.2645,0.263,0.265,0.3535,232374272.0,0.337,False,True
screen-v2-dta-prepared,india-30-scattered-any_of,fresh,1,stata,6,0.3535,0.353,0.354,0.3535,81379328.0,,False,True
screen-v2-dta-prepared,india-30-scattered-discover,fresh,1,baseline-arrow,6,0.12,0.119,0.121,0.3525,319102976.0,0.143,False,True
screen-v2-dta-prepared,india-30-scattered-discover,fresh,1,baseline-dta,6,0.3435,0.343,0.346,0.3525,287260672.0,0.416,False,True
screen-v2-dta-prepared,india-30-scattered-discover,fresh,1,candidate-arrow,6,0.12,0.12,0.121,0.3525,319496192.0,0.143,False,True
screen-v2-dta-prepared,india-30-scattered-discover,fresh,1,candidate-dta,6,0.343,0.342,0.346,0.3525,286547968.0,0.4155,False,True
screen-v2-dta-prepared,india-30-scattered-discover,fresh,1,stata,6,0.3525,0.351,0.354,0.3525,81313792.0,,False,True
screen-v2-dta-prepared,india-30-scattered-known,fresh,1,baseline-arrow,6,0.071,0.071,0.072,0.3165,265879552.0,0.093,False,True
screen-v2-dta-prepared,india-30-scattered-known,fresh,1,baseline-dta,6,0.265,0.264,0.268,0.3165,232144896.0,0.3385,False,True
screen-v2-dta-prepared,india-30-scattered-known,fresh,1,candidate-arrow,6,0.071,0.071,0.077,0.3165,265814016.0,0.0925,False,True
screen-v2-dta-prepared,india-30-scattered-known,fresh,1,candidate-dta,6,0.264,0.264,0.265,0.3165,232325120.0,0.337,False,True
screen-v2-dta-prepared,india-30-scattered-known,fresh,1,stata,6,0.3165,0.316,0.317,0.3165,81035264.0,,False,True
screen-v2-dta-prepared,india-all,fresh,1,baseline-arrow,6,0.5745,0.572,0.594,0.4735,10279370752.0,4.5765,False,True
screen-v2-dta-prepared,india-all,fresh,1,baseline-dta,6,0.7515000000000001,0.746,0.759,0.4735,5235638272.0,5.4115,False,True
screen-v2-dta-prepared,india-all,fresh,1,candidate-arrow,6,0.5714999999999999,0.571,0.572,0.4735,10272505856.0,4.547,False,True
screen-v2-dta-prepared,india-all,fresh,1,candidate-dta,6,0.749,0.746,0.762,0.4735,5236776960.0,5.4025,False,True
screen-v2-dta-prepared,india-all,fresh,1,stata,6,0.4735,0.47,0.513,0.4735,5256970240.0,,False,True
screen-v2-dta-prepared,mixed-all,fresh,1,baseline-arrow,6,0.016,0.016,0.017,0.001,111058944.0,0.0215,False,False
screen-v2-dta-prepared,mixed-all,fresh,1,baseline-dta,6,0.017,0.017,0.018,0.001,108544000.0,0.022,False,False
screen-v2-dta-prepared,mixed-all,fresh,1,candidate-arrow,6,0.017,0.016,0.017,0.001,111263744.0,0.022,False,False
screen-v2-dta-prepared,mixed-all,fresh,1,candidate-dta,6,0.0175,0.017,0.018,0.001,108707840.0,0.022,False,False
screen-v2-dta-prepared,mixed-all,fresh,1,stata,6,0.001,0.0,0.001,0.001,40665088.0,,False,False
screen-v2-dta-prepared,wide-all,fresh,1,baseline-arrow,6,0.0965,0.096,0.098,0.0215,1019027456.0,0.436,False,True
screen-v2-dta-prepared,wide-all,fresh,1,baseline-dta,6,0.12,0.12,0.121,0.0215,812040192.0,0.5825,False,True
screen-v2-dta-prepared,wide-all,fresh,1,candidate-arrow,6,0.097,0.096,0.097,0.0215,1018699776.0,0.435,False,True
screen-v2-dta-prepared,wide-all,fresh,1,candidate-dta,6,0.121,0.12,0.124,0.0215,811925504.0,0.5894999999999999,False,True
screen-v2-dta-prepared,wide-all,fresh,1,stata,6,0.0215,0.021,0.022,0.0215,268910592.0,,False,True
screen-v2-dta-ring2-combined,100mb-all,fresh,1,baseline-arrow,6,0.03,0.03,0.036,0.01,379633664.0,0.0985,False,True
screen-v2-dta-ring2-combined,100mb-all,fresh,1,baseline-dta,6,0.048,0.047,0.049,0.01,293511168.0,0.1445,False,True
screen-v2-dta-ring2-combined,100mb-all,fresh,1,candidate-arrow,6,0.031,0.03,0.032,0.01,379617280.0,0.0985,False,True
screen-v2-dta-ring2-combined,100mb-all,fresh,1,candidate-dta,6,0.045,0.045,0.046,0.01,291086336.0,0.1295,False,True
screen-v2-dta-ring2-combined,100mb-all,fresh,1,stata,6,0.01,0.01,0.01,0.01,144744448.0,,False,True
screen-v2-dta-ring2-combined,india-30-scattered-known,fresh,1,baseline-arrow,6,0.071,0.071,0.076,0.3165,265822208.0,0.0935,False,True
screen-v2-dta-ring2-combined,india-30-scattered-known,fresh,1,baseline-dta,6,0.2645,0.263,0.267,0.3165,232169472.0,0.3365,False,True
screen-v2-dta-ring2-combined,india-30-scattered-known,fresh,1,candidate-arrow,6,0.071,0.07,0.071,0.3165,265748480.0,0.094,False,True
screen-v2-dta-ring2-combined,india-30-scattered-known,fresh,1,candidate-dta,6,0.2645,0.264,0.266,0.3165,232333312.0,0.3305,False,True
screen-v2-dta-ring2-combined,india-30-scattered-known,fresh,1,stata,6,0.3165,0.316,0.319,0.3165,80994304.0,,False,True
screen-v2-dta-ring2-combined,india-all,fresh,1,baseline-arrow,6,0.5725,0.57,0.575,0.4715,10280353792.0,4.57,False,True
screen-v2-dta-ring2-combined,india-all,fresh,1,baseline-dta,6,0.75,0.745,0.755,0.4715,5236293632.0,5.422499999999999,False,True
screen-v2-dta-ring2-combined,india-all,fresh,1,candidate-arrow,6,0.572,0.569,0.582,0.4715,10273873920.0,4.545999999999999,False,True
screen-v2-dta-ring2-combined,india-all,fresh,1,candidate-dta,6,0.685,0.681,0.687,0.4715,5236924416.0,4.977,False,True
screen-v2-dta-ring2-combined,india-all,fresh,1,stata,6,0.4715,0.47,0.474,0.4715,5256921088.0,,False,True
screen-v2-dta-ring2-combined,mixed-all,fresh,1,baseline-arrow,6,0.016,0.016,0.017,0.001,111157248.0,0.022,False,False
screen-v2-dta-ring2-combined,mixed-all,fresh,1,baseline-dta,6,0.018,0.017,0.019,0.001,108568576.0,0.021,False,False
screen-v2-dta-ring2-combined,mixed-all,fresh,1,candidate-arrow,6,0.017,0.016,0.018,0.001,111271936.0,0.022,False,False
screen-v2-dta-ring2-combined,mixed-all,fresh,1,candidate-dta,6,0.017,0.017,0.017,0.001,108756992.0,0.0205,False,False
screen-v2-dta-ring2-combined,mixed-all,fresh,1,stata,6,0.001,0.0,0.001,0.001,40640512.0,,False,False
screen-v2-dta-ring2-combined,tall-wide-all,fresh,1,baseline-arrow,6,0.152,0.151,0.153,0.055,1653186560.0,0.7235,False,True
screen-v2-dta-ring2-combined,tall-wide-all,fresh,1,baseline-dta,6,0.1945,0.193,0.205,0.055,1154220032.0,0.9275,False,True
screen-v2-dta-ring2-combined,tall-wide-all,fresh,1,candidate-arrow,6,0.1505,0.149,0.153,0.055,1655144448.0,0.721,False,True
screen-v2-dta-ring2-combined,tall-wide-all,fresh,1,candidate-dta,6,0.1725,0.17,0.176,0.055,1156587520.0,0.81,False,True
screen-v2-dta-ring2-combined,tall-wide-all,fresh,1,stata,6,0.055,0.055,0.056,0.055,668303360.0,,False,True
screen-v2-dta-ring4-equal,100mb-all,fresh,1,baseline-arrow,6,0.0315,0.03,0.032,0.01,380796928.0,0.0985,False,True
screen-v2-dta-ring4-equal,100mb-all,fresh,1,baseline-dta,6,0.0475,0.047,0.048,0.01,293699584.0,0.143,False,True
screen-v2-dta-ring4-equal,100mb-all,fresh,1,candidate-arrow,6,0.0305,0.03,0.031,0.01,380723200.0,0.097,False,True
screen-v2-dta-ring4-equal,100mb-all,fresh,1,candidate-dta,6,0.045,0.044,0.046,0.01,290873344.0,0.132,False,True
screen-v2-dta-ring4-equal,100mb-all,fresh,1,stata,6,0.01,0.01,0.01,0.01,144769024.0,,False,True
screen-v2-dta-ring4-equal,india-30-scattered-known,fresh,1,baseline-arrow,6,0.071,0.07,0.072,0.3165,265961472.0,0.093,False,True
screen-v2-dta-ring4-equal,india-30-scattered-known,fresh,1,baseline-dta,6,0.265,0.264,0.266,0.3165,232071168.0,0.337,False,True
screen-v2-dta-ring4-equal,india-30-scattered-known,fresh,1,candidate-arrow,6,0.071,0.071,0.072,0.3165,265207808.0,0.0925,False,True
screen-v2-dta-ring4-equal,india-30-scattered-known,fresh,1,candidate-dta,6,0.272,0.27,0.275,0.3165,232341504.0,0.345,False,True
screen-v2-dta-ring4-equal,india-30-scattered-known,fresh,1,stata,6,0.3165,0.316,0.317,0.3165,81059840.0,,False,True
screen-v2-dta-ring4-equal,india-all,fresh,1,baseline-arrow,6,0.5714999999999999,0.568,0.573,0.471,10280239104.0,4.523,False,True
screen-v2-dta-ring4-equal,india-all,fresh,1,baseline-dta,6,0.7464999999999999,0.744,0.748,0.471,5234933760.0,5.324,False,True
screen-v2-dta-ring4-equal,india-all,fresh,1,candidate-arrow,6,0.57,0.569,0.575,0.471,10273996800.0,4.526,False,True
screen-v2-dta-ring4-equal,india-all,fresh,1,candidate-dta,6,0.61,0.608,0.615,0.471,5237809152.0,4.8395,False,True
screen-v2-dta-ring4-equal,india-all,fresh,1,stata,6,0.471,0.471,0.472,0.471,5256929280.0,,False,True
screen-v2-dta-ring4-equal,mixed-all,fresh,1,baseline-arrow,6,0.0165,0.016,0.017,0.0005,111099904.0,0.022,False,False
screen-v2-dta-ring4-equal,mixed-all,fresh,1,baseline-dta,6,0.0175,0.017,0.018,0.0005,108462080.0,0.022,False,False
screen-v2-dta-ring4-equal,mixed-all,fresh,1,candidate-arrow,6,0.016,0.016,0.018,0.0005,111312896.0,0.0215,False,False
screen-v2-dta-ring4-equal,mixed-all,fresh,1,candidate-dta,6,0.017,0.016,0.017,0.0005,108740608.0,0.02,False,False
screen-v2-dta-ring4-equal,mixed-all,fresh,1,stata,6,0.0005,0.0,0.001,0.0005,40656896.0,,False,False
screen-v2-dta-ring4-equal,tall-wide-all,fresh,1,baseline-arrow,6,0.151,0.149,0.16,0.055,1653915648.0,0.708,False,True
screen-v2-dta-ring4-equal,tall-wide-all,fresh,1,baseline-dta,6,0.1935,0.193,0.195,0.055,1157644288.0,0.925,False,True
screen-v2-dta-ring4-equal,tall-wide-all,fresh,1,candidate-arrow,6,0.151,0.149,0.154,0.055,1654710272.0,0.7044999999999999,False,True
screen-v2-dta-ring4-equal,tall-wide-all,fresh,1,candidate-dta,6,0.1685,0.167,0.173,0.055,1160110080.0,0.8265,False,True
screen-v2-dta-ring4-equal,tall-wide-all,fresh,1,stata,6,0.055,0.055,0.056,0.055,668286976.0,,False,True
screen-v3-combined,100mb-all,fresh,1,baseline-arrow,6,0.031,0.03,0.032,0.01,379944960.0,0.0975,False,True
screen-v3-combined,100mb-all,fresh,1,baseline-dta,6,0.0475,0.047,0.051,0.01,293421056.0,0.144,False,True
screen-v3-combined,100mb-all,fresh,1,candidate-arrow,6,0.031,0.031,0.032,0.01,364240896.0,0.095,False,True
screen-v3-combined,100mb-all,fresh,1,candidate-dta,6,0.044,0.044,0.045,0.01,291192832.0,0.1305,False,True
screen-v3-combined,100mb-all,fresh,1,stata,6,0.01,0.01,0.011,0.01,144769024.0,,False,True
screen-v3-combined,india-30-scattered-known,fresh,1,baseline-arrow,6,0.07050000000000001,0.07,0.094,0.316,265535488.0,0.0925,False,True
screen-v3-combined,india-30-scattered-known,fresh,1,baseline-dta,6,0.264,0.263,0.27,0.316,232185856.0,0.3375,False,True
screen-v3-combined,india-30-scattered-known,fresh,1,candidate-arrow,6,0.072,0.071,0.078,0.316,241836032.0,0.0875,False,True
screen-v3-combined,india-30-scattered-known,fresh,1,candidate-dta,6,0.272,0.27,0.273,0.316,232341504.0,0.3445,False,True
screen-v3-combined,india-30-scattered-known,fresh,1,stata,6,0.316,0.314,0.319,0.316,81010688.0,,False,True
screen-v3-combined,india-all,fresh,1,baseline-arrow,6,0.5685,0.566,0.581,0.4705,10280615936.0,4.4945,False,True
screen-v3-combined,india-all,fresh,1,baseline-dta,6,0.746,0.74,0.76,0.4705,5235433472.0,5.3395,False,True
screen-v3-combined,india-all,fresh,1,candidate-arrow,6,0.287,0.286,0.29,0.4705,5401165824.0,2.775,False,True
screen-v3-combined,india-all,fresh,1,candidate-dta,6,0.616,0.606,0.624,0.4705,5238120448.0,4.88,False,True
screen-v3-combined,india-all,fresh,1,stata,6,0.4705,0.47,0.487,0.4705,5256921088.0,,False,True
screen-v3-combined,mixed-all,fresh,1,baseline-arrow,6,0.017,0.016,0.018,0.001,111124480.0,0.023,False,False
screen-v3-combined,mixed-all,fresh,1,baseline-dta,6,0.0175,0.017,0.019,0.001,108584960.0,0.023,False,False
screen-v3-combined,mixed-all,fresh,1,candidate-arrow,6,0.0185,0.018,0.019,0.001,108675072.0,0.022,False,False
screen-v3-combined,mixed-all,fresh,1,candidate-dta,6,0.018,0.017,0.019,0.001,108707840.0,0.022,False,False
screen-v3-combined,mixed-all,fresh,1,stata,6,0.001,0.001,0.001,0.001,40656896.0,,False,False
