"iteration","seconds","level0","level1","level2"
1,0.145443563989829,10,1,0
2,0.150277095002821,13,1,0
3,0.156573095999192,16,0,0
4,0.164384169998812,16,1,0
5,0.192657810985111,11,1,1
6,0.146834489016328,7,0,0
7,0.149271282978589,7,0,0
