"iteration","seconds","level0","level1","level2"
1,0.157111098000314,7,0,0
2,0.168059450981673,7,1,0
3,0.167800700000953,9,0,0
4,0.204619479016401,7,0,1
5,0.162073245999636,9,0,0
6,0.164860999997472,9,0,0
7,0.1795762690017,8,1,0
