"iteration","seconds","level0","level1","level2"
1,0.039841093996074,2,0,0
2,0.040359702979913,3,0,0
3,0.0403701579780318,3,0,0
4,0.0439132960163988,3,0,0
5,0.0451092660077848,4,0,0
6,0.0447963539918419,3,0,0
7,0.0479198159882799,2,1,0
