"iteration","seconds","level0","level1","level2"
1,0.807677778007928,31,2,3
2,0.734609381994233,34,3,1
3,0.736985127005028,35,2,1
4,0.739186991006136,34,2,1
5,0.770801188977202,34,2,2
6,0.743113191972952,33,3,1
7,0.77804420798202,34,2,2
