"iteration","seconds","level0","level1","level2"
1,0.213991299999179,10,1,2
2,0.195199318986852,9,2,1
3,0.189632216002792,11,1,1
4,0.189695397013566,10,2,1
5,0.18789262700011,11,0,1
6,0.188104925007792,10,2,1
7,0.189018200006103,10,2,1
