"iteration","seconds","level0","level1","level2"
1,0.206386742996983,8,1,2
2,0.185624466015724,10,1,1
3,0.184666337008821,8,2,1
4,0.185813393996796,10,1,1
5,0.18457798199961,10,1,1
6,0.184183561999816,9,1,1
7,0.18618772397167,9,2,1
