"iteration","seconds","level0","level1","level2"
1,0.789374557993142,28,4,3
2,0.730744926986517,30,2,2
3,0.701494625012856,31,3,1
4,0.69820687599713,32,1,1
5,0.706936636997852,31,2,1
6,0.705254939966835,32,2,1
7,0.734248253982514,30,2,2
