"iteration","seconds","level0","level1","level2"
1,0.035652943974128,2,0,0
2,0.0358296949998476,3,0,0
3,0.0350492599827703,2,0,0
4,0.0351379020139575,2,0,0
5,0.0364249329722952,3,0,0
6,0.0354125610028859,2,0,0
7,0.036347401997773,3,0,0
