"iteration","seconds","level0","level1","level2"
1,0.210733521991642,10,1,2
2,0.189398638991406,9,2,1
3,0.188803154975176,11,1,1
4,0.190152669994859,10,2,1
5,0.187025846011238,11,0,1
6,0.190147626999533,10,2,1
7,0.188763671991182,11,1,1
