"iteration","seconds","level0","level1","level2"
1,0.203375416022027,8,1,2
2,0.181406837014947,10,1,1
3,0.183015144022647,8,2,1
4,0.182689932000358,10,1,1
5,0.181868866027799,10,1,1
6,0.181188102025772,9,1,1
7,0.183307105035055,9,2,1
